========================================================================================================
b482 -- THE SUITE. ### **POST-PUSH READING.** ### every arm exercised on both controls.
========================================================================================================
  arms in the (G2) block : 54 ; run here : 54 ; deferred : 0
  arm                                        LIVE  NEG   POS   verdict
  --------------------------------------------------------------------------------------------
  G-RECEIPT-IN-FULL                          PASS  PASS  FAIL  OK
  G-SCAN-CLEAN                               PASS  PASS  FAIL  OK
  G-SCAN-FLAGS-ZERO                          PASS  PASS  FAIL  OK
  G-STEPZERO-CENSUS                          PASS  PASS  FAIL  OK
  G-STEPZERO-PINS                            PASS  PASS  FAIL  OK
  G-SURVEY-NOMISS                            PASS  PASS  FAIL  OK
  G-REG-LOCKED-FIRST                         PASS  PASS  FAIL  OK
  G-LOCKGATE-EIGHT                           PASS  PASS  FAIL  OK
  G-SEAL-VERIFIES                            PASS  PASS  FAIL  OK
  G-PRIOR-CLOSED-PUSHED                      PASS  PASS  FAIL  OK
  G-ADDENDUM-SLOT-CONTENT-BOUNDED            PASS  PASS  FAIL  OK
  G-NUMBER-UNCLAIMED                         PASS  PASS  FAIL  OK
  G-B479-HALT-PROVED                         PASS  PASS  FAIL  OK
  G-B479-CONTROL-RAN                         PASS  PASS  FAIL  OK
  G-B479-NOT-RECONSTRUCTED                   PASS  PASS  FAIL  OK
  G-C1-PIN-MATCHES                           PASS  PASS  FAIL  OK
  G-C1-SIX-VERBATIM                          PASS  PASS  FAIL  OK
  G-C1-ALL-SORRY-SAID                        PASS  PASS  FAIL  OK
  G-C1-COMPARATOR-SAME-SET                   PASS  PASS  FAIL  OK
  G-C1-AXIOMS-PRINTED                        PASS  PASS  FAIL  OK
  G-C2-STATEMENTS-NOT-DOCSTRINGS             PASS  PASS  FAIL  OK
  G-C2-REHEARSED-BOTH-POLARITIES             PASS  PASS  FAIL  OK
  G-C2-TAGS-NAMED                            PASS  PASS  FAIL  OK
  G-C2-SIMPLICITY-IS-INTEGER-ONLY            PASS  PASS  FAIL  OK
  G-C3-EVERY-CELL-SCORED                     PASS  PASS  FAIL  OK
  G-C3-DECIDING-CLAUSE-QUOTED                PASS  PASS  FAIL  OK
  G-C3-TWO-REVERSE-READS                     PASS  PASS  FAIL  OK
  G-C3-NO-GRADE-CONFERRED                    PASS  PASS  FAIL  OK
  G-N1-SCORED                                PASS  PASS  FAIL  OK
  G-N2-SCORED                                PASS  PASS  FAIL  OK
  G-N3-SCORED                                PASS  PASS  FAIL  OK
  G-SEAT-EXPECTATIONS-SCORED                 PASS  PASS  FAIL  OK
  G-NOTHING-IMPORTED                         PASS  PASS  FAIL  OK
  G-ARTEFACTS-NOT-COMMITTED                  PASS  PASS  FAIL  OK
  G-NO-LEAN-RUN                              PASS  PASS  FAIL  OK
  G-NOB475LOG                                PASS  PASS  FAIL  OK
  G-SPAN-BY-TOOL                             PASS  PASS  FAIL  OK
  G-NOGRADE-MOVED                            PASS  PASS  FAIL  OK
  G-NODEPOSIT                                PASS  PASS  FAIL  OK
  G-NOH2-MOVED                               PASS  PASS  FAIL  OK
  G-NOPRIORBANK                              PASS  PASS  FAIL  OK
  G-FOUR-LISTS-OPEN                          PASS  PASS  FAIL  OK
  G-CORPUS-SCOPE                             PASS  PASS  FAIL  OK
  G-TRAIL-APPEND-ONLY                        PASS  PASS  FAIL  OK
  G-CORR-APPEND-ONLY                         PASS  PASS  FAIL  OK
  G-WRITELIST-KINDS                          PASS  PASS  FAIL  OK
  G-WRITELIST-SPANS-ACT                      PASS  PASS  FAIL  OK
  G-NOSTAGE-A-BY-DIFF                        PASS  PASS  FAIL  OK
  G-ARMS-DECLARED-EQ-RUN                     PASS  PASS  FAIL  OK
  G-ARMS-NO-SUBSTRING-VERDICT                PASS  PASS  FAIL  OK
  G-MIRROR-TAGGED-BUILD                      PASS  PASS  FAIL  OK
  G-MUSTFAIL                                 PASS  PASS  FAIL  OK
  G-CORPUS-LEAN-UNTOUCHED                    PASS  PASS  FAIL  OK
  G-PUSHED-PREDICATE-THREE-CLAUSED           PASS  PASS  FAIL  OK

  ### files written that NO (W) GLOB COVERS : 0 
  ### G-NOPRIORBANK checked 2558 prior banks; b475`s still-growing log excluded by name.
  ### ### **ARMS RUN : 54. ### LIVE PASSING : 54. ### LIVE FAILING : 0 .**
  ### ### **NEGATIVE-CONTROL FAILURES : 0. ### POSITIVE-CONTROL PASSES : 0 .**
  ### ### **VERDICT : ALL ARMS PASS AND EVERY CONTROL BEHAVES**
========================================================================================================
