========================================================================================================
b486 -- THE SUITE. ### **POST-PUSH READING.** ### every arm exercised on both controls.
========================================================================================================
  arms in the (G2) block : 50 ; run here : 50 ; deferred : 0
  arm                                        LIVE  NEG   POS   verdict
  --------------------------------------------------------------------------------------------
  G-RECEIPT-IN-FULL                          PASS  PASS  FAIL  OK
  G-SCAN-CLEAN                               PASS  PASS  FAIL  OK
  G-SCAN-FLAGS-ZERO                          PASS  PASS  FAIL  OK
  G-STEPZERO-CENSUS                          PASS  PASS  FAIL  OK
  G-STEPZERO-PINS                            PASS  PASS  FAIL  OK
  G-SURVEY-NOMISS                            PASS  PASS  FAIL  OK
  G-REG-LOCKED-FIRST                         PASS  PASS  FAIL  OK
  G-LOCKGATE-EIGHT                           PASS  PASS  FAIL  OK
  G-SEAL-VERIFIES                            PASS  PASS  FAIL  OK
  G-PRIOR-CLOSED-PUSHED                      PASS  PASS  FAIL  OK
  G-ADDENDUM-SLOT-CONTENT-BOUNDED            PASS  PASS  FAIL  OK
  G-NUMBER-UNCLAIMED                         PASS  PASS  FAIL  OK
  G-C1-ELEVEN-BY-FILING                      PASS  PASS  FAIL  OK
  G-C1-ORDER-MATCHES-TRAIL                   PASS  PASS  FAIL  OK
  G-C1-VERDICTS-FROM-OWN-BANKS               PASS  PASS  FAIL  OK
  G-C1-NO-ACT-SUMMARISED                     PASS  PASS  FAIL  OK
  G-C2-SIX-CLAUSES-ALL-CITED                 PASS  PASS  FAIL  OK
  G-C2-NEEDLES-FIXED-BEFORE                  PASS  PASS  FAIL  OK
  G-C2-PERMISSIVE-YIELD-PRINTED              PASS  PASS  FAIL  OK
  G-C2-PRESPAN-MARKED                        PASS  PASS  FAIL  OK
  G-C2-NOTHING-UNCITED-IN-BLOCK              PASS  PASS  FAIL  OK
  G-C3-RULINGS-AT-THEIR-ACTS                 PASS  PASS  FAIL  OK
  G-C3-R88-NAMED-SEPARATELY                  PASS  PASS  FAIL  OK
  G-C3-SEAT-TABLE-FROM-CLOSINGS              PASS  PASS  FAIL  OK
  G-C3-TRUNCATION-NOT-A-DEFECT               PASS  PASS  FAIL  OK
  G-ERRATA-COLLISION-REPORTED                PASS  PASS  FAIL  OK
  G-ERRATA-NOT-RENUMBERED                    PASS  PASS  FAIL  OK
  G-NO-EXPECTATIONS-INVENTED                 PASS  PASS  FAIL  OK
  G-SPAN-BOTH-READINGS                       PASS  PASS  FAIL  OK
  G-TOOL-NOT-EDITED                          PASS  PASS  FAIL  OK
  G-NOGRADE-MOVED                            PASS  PASS  FAIL  OK
  G-NODEPOSIT                                PASS  PASS  FAIL  OK
  G-NOH2-MOVED                               PASS  PASS  FAIL  OK
  G-NOPRIORBANK                              PASS  PASS  FAIL  OK
  G-FOUR-LISTS-OPEN                          PASS  PASS  FAIL  OK
  G-CORPUS-SCOPE                             PASS  PASS  FAIL  OK
  G-TRAIL-APPEND-ONLY                        PASS  PASS  FAIL  OK
  G-CORR-APPEND-ONLY                         PASS  PASS  FAIL  OK
  G-WRITELIST-KINDS                          PASS  PASS  FAIL  OK
  G-WRITELIST-SPANS-ACT                      PASS  PASS  FAIL  OK
  G-NOSTAGE-A-BY-DIFF                        PASS  PASS  FAIL  OK
  G-ARMS-DECLARED-EQ-RUN                     PASS  PASS  FAIL  OK
  G-ARMS-NO-SUBSTRING-VERDICT                PASS  PASS  FAIL  OK
  G-MIRROR-TAGGED-BUILD                      PASS  PASS  FAIL  OK
  G-MUSTFAIL                                 PASS  PASS  FAIL  OK
  G-ARTEFACTS-NOT-COMMITTED                  PASS  PASS  FAIL  OK
  G-CORPUS-LEAN-UNTOUCHED                    PASS  PASS  FAIL  OK
  G-NOB475LOG                                PASS  PASS  FAIL  OK
  G-NOTHING-COMPILED                         PASS  PASS  FAIL  OK
  G-PUSHED-PREDICATE-THREE-CLAUSED           PASS  PASS  FAIL  OK

  ### files written that NO (W) GLOB COVERS : 0 
  ### G-NOPRIORBANK checked 2620 prior banks; b475`s still-growing log excluded by name.
  ### ### **ARMS RUN : 50. ### LIVE PASSING : 50. ### LIVE FAILING : 0 .**
  ### ### **NEGATIVE-CONTROL FAILURES : 0. ### POSITIVE-CONTROL PASSES : 0 .**
  ### ### **VERDICT : ALL ARMS PASS AND EVERY CONTROL BEHAVES**
========================================================================================================
