========================================================================================================
b496 -- THE SUITE. ### **POST-PUSH READING.** ### every arm exercised on both controls.
========================================================================================================
  arms in the (G2) block : 71 ; run here : 71 ; deferred : 0
  arm                                        LIVE  NEG   POS   verdict
  --------------------------------------------------------------------------------------------
  G-RECEIPT-IN-FULL                          PASS  PASS  FAIL  OK
  G-SCAN-CLEAN                               PASS  PASS  FAIL  OK
  G-SCAN-FLAGS-ZERO                          PASS  PASS  FAIL  OK
  G-STEPZERO-CENSUS                          PASS  PASS  FAIL  OK
  G-STEPZERO-PINS                            PASS  PASS  FAIL  OK
  G-SURVEY-NOMISS                            PASS  PASS  FAIL  OK
  G-REG-LOCKED-FIRST                         PASS  PASS  FAIL  OK
  G-LOCKGATE-EIGHT                           PASS  PASS  FAIL  OK
  G-SEAL-VERIFIES                            PASS  PASS  FAIL  OK
  G-PRIOR-CLOSED-PUSHED                      PASS  PASS  FAIL  OK
  G-ADDENDUM-SLOT-CONTENT-BOUNDED            PASS  PASS  FAIL  OK
  G-NUMBER-UNCLAIMED                         PASS  PASS  FAIL  OK
  G-ROSTER-ON-DISK                           PASS  PASS  FAIL  OK
  G-ROSTER-BOTH-FIGURES                      PASS  PASS  FAIL  OK
  G-TWO-SHAPES-READ                          PASS  PASS  FAIL  OK
  G-PRINTS-AS-COMMITTED                      PASS  PASS  FAIL  OK
  G-MATCHER-IS-b378                          PASS  PASS  FAIL  OK
  G-MATCHER-FIXTURED                         PASS  PASS  FAIL  OK
  G-BOTH-DIALECTS                            PASS  PASS  FAIL  OK
  G-DEDUP-BY-REPO-NAME                       PASS  PASS  FAIL  OK
  G-LEDGERS-ENUMERATED                       PASS  PASS  FAIL  OK
  G-ARCHIVE-LEDGERS-READ                     PASS  PASS  FAIL  OK
  G-COLUMNS-ALL-PRESENT                      PASS  PASS  FAIL  OK
  G-STATEMENT-FROM-SOURCE                    PASS  PASS  FAIL  OK
  G-STATEMENT-NOT-README                     PASS  PASS  FAIL  OK
  G-STATEMENT-UP-TO-ASSIGN                   PASS  PASS  FAIL  OK
  G-STATEMENT-UNRESOLVED-KEPT                PASS  PASS  FAIL  OK
  G-PIN-AND-HEAD-BOTH                        PASS  PASS  FAIL  OK
  G-PIN-EMPTY-SAID-NOT-DOUBLED               PASS  PASS  FAIL  OK
  G-PROFILE-OR-NOT-PROFILED                  PASS  PASS  FAIL  OK
  G-GRADE-CARRIES-ACT-AND-LINE               PASS  PASS  FAIL  OK
  G-GRADE-OR-UNGRADED                        PASS  PASS  FAIL  OK
  G-CONFLICT-QUOTES-BOTH                     PASS  PASS  FAIL  OK
  G-CONFLICT-NOT-RESOLVED                    PASS  PASS  FAIL  OK
  G-NOGRADE-BY-THE-TABLE                     PASS  PASS  FAIL  OK
  G-NO-PROSE-IN-THE-TABLE                    PASS  PASS  FAIL  OK
  G-TWO-EMISSIONS                            PASS  PASS  FAIL  OK
  G-JSON-MD-AGREE                            PASS  PASS  FAIL  OK
  G-GENERATOR-IN-CLOSING-SUITE               PASS  PASS  FAIL  OK
  G-DIFFS-PRIOR-RUN                          PASS  PASS  FAIL  OK
  G-COUNTS-SIX-PRINTED                       PASS  PASS  FAIL  OK
  G-UNRESOLVED-NAMES-COUNTED                 PASS  PASS  FAIL  OK
  G-N1-SCORED                                PASS  PASS  FAIL  OK
  G-N2-SCORED                                PASS  PASS  FAIL  OK
  G-N3-SCORED                                PASS  PASS  FAIL  OK
  G-SEAT-EXPECTATIONS-SCORED                 PASS  PASS  FAIL  OK
  G-NOTHING-COMPILED                         PASS  PASS  FAIL  OK
  G-NOLAKE                                   PASS  PASS  FAIL  OK
  G-B495-LOG-NOT-READ                        PASS  PASS  FAIL  OK
  G-B495-PID-NOT-POLLED                      PASS  PASS  FAIL  OK
  G-NOTHING-FETCHED                          PASS  PASS  FAIL  OK
  G-NOZENODO-WRITE                           PASS  PASS  FAIL  OK
  G-NODEPOSIT                                PASS  PASS  FAIL  OK
  G-NOH2-MOVED                               PASS  PASS  FAIL  OK
  G-NOPRIORBANK                              PASS  PASS  FAIL  OK
  G-FOUR-LISTS-OPEN                          PASS  PASS  FAIL  OK
  G-SPAN-BY-TOOL                             PASS  PASS  FAIL  OK
  G-CORPUS-SCOPE                             PASS  PASS  FAIL  OK
  G-CORPUS-LEAN-UNTOUCHED                    PASS  PASS  FAIL  OK
  G-TRAIL-APPEND-ONLY                        PASS  PASS  FAIL  OK
  G-CORR-APPEND-ONLY                         PASS  PASS  FAIL  OK
  G-WRITELIST-KINDS                          FAIL  ###FAIL FAIL  ### NEG FAILS
  G-WRITELIST-SPANS-ACT                      PASS  PASS  FAIL  OK
  G-NOSTAGE-A-BY-DIFF                        PASS  PASS  FAIL  OK
  G-ARMS-DECLARED-EQ-RUN                     PASS  PASS  FAIL  OK
  G-ARMS-NO-SUBSTRING-VERDICT                PASS  PASS  FAIL  OK
  G-ARMS-NO-LIVE-LIMB                        PASS  PASS  FAIL  OK
  G-MIRROR-TAGGED-BUILD                      PASS  PASS  FAIL  OK
  G-MUSTFAIL                                 PASS  PASS  FAIL  OK
  G-ARTEFACTS-NOT-COMMITTED                  PASS  PASS  FAIL  OK
  G-PUSHED-PREDICATE-THREE-CLAUSED           PASS  PASS  FAIL  OK

  ### files written that NO (W) GLOB COVERS : 2 ['terminal_table_diff.json', 'terminal_table_run.txt']
  ### ### **(R107): THE GENERATOR WAS RE-RUN BY THIS SUITE.** ### exit 0.
  ###   rows added 0 ; rows gone 0 ; grade-or-profile changed 0
  ### G-NOPRIORBANK checked 2750 prior banks. ### ### **0 EXCLUDED BY NAME.**
  ### ### **THE b475 LOG EXCEPTION STAYS RETIRED.** ### b481-b489 excused
  ###   `b475_zeta23_build.log` as still being appended to by a live process. ### b490
  ### found pid 27508 ABSENT at two readings sixty seconds apart and the file cold, and
  ### b491 read the log COMPLETE. ### **AN EXCEPTION IS A CLAIM ABOUT THE WORLD AND
  ### DECAYS LIKE ONE.** ### b487`s second exclusion is not carried either: it was
  ### b485`s bank, which (R97) directed b487 to append to. ### The arm runs at FULL WIDTH.
  ### ### **ARMS RUN : 71. ### LIVE PASSING : 70. ### LIVE FAILING : 1 ['G-WRITELIST-KINDS'].**
  ### ### **NEGATIVE-CONTROL FAILURES : 1. ### POSITIVE-CONTROL PASSES : 0 .**
  ### ### **VERDICT : NOT CLEAN**
========================================================================================================
