========================================================================================================
b514 -- THE SUITE. ### **POST-PUSH READING.** ### every arm exercised on both controls.
========================================================================================================
  arms in the (G2) block : 50 ; run here : 50 ; deferred : 0
  arm                                        LIVE  NEG   POS   verdict
  --------------------------------------------------------------------------------------------
  G-RECEIPT-IN-FULL                          PASS  PASS  FAIL  OK
  G-SCAN-CLEAN                               PASS  PASS  FAIL  OK
  G-SCAN-FLAGS-ZERO                          PASS  PASS  FAIL  OK
  G-STEPZERO-CENSUS                          PASS  PASS  FAIL  OK
  G-STEPZERO-PINS                            PASS  PASS  FAIL  OK
  G-REG-LOCKED-FIRST                         PASS  PASS  FAIL  OK
  G-LOCKGATE-EIGHT                           PASS  PASS  FAIL  OK
  G-SEAL-VERIFIES                            PASS  PASS  FAIL  OK
  G-PRIOR-CLOSED-PUSHED                      PASS  PASS  FAIL  OK
  G-ADDENDUM-SLOT-CONTENT-BOUNDED            PASS  PASS  FAIL  OK
  G-NUMBER-UNCLAIMED                         PASS  PASS  FAIL  OK
  G-PEEK-DECLARED                            PASS  PASS  FAIL  OK
  G-R123-ENTERED                             PASS  PASS  FAIL  OK
  G-WORKORDERS-FILED                         PASS  PASS  FAIL  OK
  G-FIXTURE-BAR                              PASS  PASS  FAIL  OK
  G-CLASSK-STATED                            PASS  PASS  FAIL  OK
  G-MATCHED-RATIO                            PASS  PASS  FAIL  OK
  G-WIDTHS-COMPLETE                          PASS  PASS  FAIL  OK
  G-WINDOW-AS-WRITTEN                        PASS  PASS  FAIL  OK
  G-SPLIT-SUMS                               PASS  PASS  FAIL  OK
  G-SHARE-RECOMPUTED                         PASS  PASS  FAIL  OK
  G-VERIFIED-RECOUNTED                       PASS  PASS  FAIL  OK
  G-BOUND-FORM                               PASS  PASS  FAIL  OK
  G-SHORTFALL-PRINTED                        PASS  PASS  FAIL  OK
  G-SIGNS-RECOUNTED                          PASS  PASS  FAIL  OK
  G-READING-WORDS                            PASS  PASS  FAIL  OK
  G-N1-SCORED                                PASS  PASS  FAIL  OK
  G-N2-SCORED                                PASS  PASS  FAIL  OK
  G-N3-SCORED                                PASS  PASS  FAIL  OK
  G-SEAT-EXPECTATIONS-SCORED                 PASS  PASS  FAIL  OK
  G-NOGRADE-CONFERRED                        PASS  PASS  FAIL  OK
  G-NODEPOSIT                                PASS  PASS  FAIL  OK
  G-NOH2-MOVED                               PASS  PASS  FAIL  OK
  G-NOPRIORBANK                              PASS  PASS  FAIL  OK
  G-FOUR-LISTS-OPEN                          PASS  PASS  FAIL  OK
  G-LANE-SHUT                                PASS  PASS  FAIL  OK
  G-CORPUS-SCOPE                             PASS  PASS  FAIL  OK
  G-TRAIL-APPEND-ONLY                        PASS  PASS  FAIL  OK
  G-CORR-APPEND-ONLY                         PASS  PASS  FAIL  OK
  G-INSTRUMENTS-UNEDITED                     PASS  PASS  FAIL  OK
  G-WRITELIST-KINDS                          PASS  PASS  FAIL  OK
  G-WRITELIST-SPANS-ACT                      PASS  PASS  FAIL  OK
  G-NOSTAGE-A-BY-DIFF                        PASS  PASS  FAIL  OK
  G-ARMS-DECLARED-EQ-RUN                     PASS  PASS  FAIL  OK
  G-ARMS-NO-SUBSTRING-VERDICT                PASS  PASS  FAIL  OK
  G-ARMS-NO-LIVE-LIMB                        PASS  PASS  FAIL  OK
  G-MIRROR-TAGGED-BUILD                      PASS  PASS  FAIL  OK
  G-MUSTFAIL                                 PASS  PASS  FAIL  OK
  G-ARTEFACTS-NOT-COMMITTED                  PASS  PASS  FAIL  OK
  G-PUSHED-PREDICATE-THREE-CLAUSED           PASS  PASS  FAIL  OK

  ### files written that NO (W) GLOB COVERS : 0 
  ### ### **(R107): THE GENERATOR WAS RE-RUN BY THIS SUITE.** ### exit 0.
  ###   rows added 0 ; rows gone 0 ; grade-or-profile changed 0
  ### G-NOPRIORBANK checked 3658 prior banks, none excluded.
  ### ### **THE b475 LOG EXCEPTION STAYS RETIRED.** ### b481-b489 excused
  ###   `b475_zeta23_build.log` as still being appended to by a live process. ### b490
  ### found pid 27508 ABSENT at two readings sixty seconds apart and the file cold, and
  ### b491 read the log COMPLETE. ### **AN EXCEPTION IS A CLAIM ABOUT THE WORLD AND
  ### DECAYS LIKE ONE.** ### b487`s second exclusion is not carried either: it was
  ### b485`s bank, which (R97) directed b487 to append to. ### The arm runs at FULL WIDTH.
  ### ### **ARMS RUN : 50. ### LIVE PASSING : 50. ### LIVE FAILING : 0 .**
  ### ### **NEGATIVE-CONTROL FAILURES : 0. ### POSITIVE-CONTROL PASSES : 0 .**
  ### ### **VERDICT : ALL ARMS PASS AND EVERY CONTROL BEHAVES**
========================================================================================================
