========================================================================================================
b472 -- THE SUITE. ### **POST-PUSH READING.** ### every arm exercised on both controls.
========================================================================================================
  arms in the (G2) block : 59 ; run here : 59 ; deferred : 0
  arm                                  LIVE  NEG   POS   verdict
  --------------------------------------------------------------------------------------------------
  G-RECEIPT-IN-FULL                    PASS  PASS  FAIL  OK
  G-SCAN-CLEAN                         PASS  PASS  FAIL  OK
  G-STEPZERO-CENSUS                    PASS  PASS  FAIL  OK
  G-STEPZERO-PINS                      PASS  PASS  FAIL  OK
  G-SURVEY-NOMISS                      PASS  PASS  FAIL  OK
  G-REG-LOCKED-FIRST                   PASS  PASS  FAIL  OK
  G-LOCKGATE-EIGHT                     PASS  PASS  FAIL  OK
  G-SEAL-VERIFIES                      PASS  PASS  FAIL  OK
  G-PRIOR-CLOSED-PUSHED                PASS  PASS  FAIL  OK
  G-ADDENDUM-SLOT-CONTENT-BOUNDED      PASS  PASS  FAIL  OK
  G-REFUSED-FERRY-KEPT                 PASS  PASS  FAIL  OK
  G-R81-ACT-FLAGS-LABELLED             PASS  PASS  FAIL  OK
  G-R81-SCAN-FLAGS-PRINTED             PASS  PASS  FAIL  OK
  G-R81-SCAN-VERDICT-UNMOVED           PASS  PASS  FAIL  OK
  G-R81-SCAN-FIXTURES                  PASS  PASS  FAIL  OK
  G-R81-SCAN-CONTROL-REFUSED           PASS  PASS  FAIL  OK
  G-C0-STATE-READ                      PASS  PASS  FAIL  OK
  G-C0-LOG-BYTES                       PASS  PASS  FAIL  OK
  G-C0-LOG-CLOSED                      PASS  PASS  FAIL  OK
  G-C0-AFTER-SEAL                      PASS  PASS  FAIL  OK
  G-C1-REHEARSAL-AGREES                PASS  PASS  FAIL  OK
  G-C1-CELLS-FROM-LEDGER               PASS  PASS  FAIL  OK
  G-C1-TALLY-MATCHES                   PASS  PASS  FAIL  OK
  G-C1-INDEX-AT-B467                   PASS  PASS  FAIL  OK
  G-C1-SIX-SENTENCES                   PASS  PASS  FAIL  OK
  G-C1-UNSTATED-NOT-FILLED             PASS  PASS  FAIL  OK
  G-C1-E0-AT-ADDRESS                   PASS  PASS  FAIL  OK
  G-C1-E0-MAPPING-CONTROLS             PASS  PASS  FAIL  OK
  G-C1-E0-ROWS-AS-SURVEYED             PASS  PASS  FAIL  OK
  G-K-NUMBERINGS-NAMED                 PASS  PASS  FAIL  OK
  G-C2-AF-FROM-B468R                   PASS  PASS  FAIL  OK
  G-C2-ZETA-FROM-B470                  PASS  PASS  FAIL  OK
  G-C2-EVERY-CELL-CITES                PASS  PASS  FAIL  OK
  G-C2-NOT-PLACED-DISTINCT             PASS  PASS  FAIL  OK
  G-R82-NOT-EXECUTED                   PASS  PASS  FAIL  OK
  G-U1-UNEDITED                        PASS  PASS  FAIL  OK
  G-N1-SCORED                          PASS  PASS  FAIL  OK
  G-N2-SCORED                          PASS  PASS  FAIL  OK
  G-N3-SCORED                          PASS  PASS  FAIL  OK
  G-SEAT-EXPECTATIONS-SCORED           PASS  PASS  FAIL  OK
  G-N1-AT-CLOSE                        PASS  PASS  FAIL  OK
  G-SPAN-BY-TOOL                       PASS  PASS  FAIL  OK
  G-NOGRADE-MOVED                      PASS  PASS  FAIL  OK
  G-NODEPOSIT                          PASS  PASS  FAIL  OK
  G-NOH2-MOVED                         PASS  PASS  FAIL  OK
  G-NOPRIORBANK                        PASS  PASS  FAIL  OK
  G-FOUR-LISTS-OPEN                    PASS  PASS  FAIL  OK
  G-CORPUS-SCOPE                       PASS  PASS  FAIL  OK
  G-TRAIL-APPEND-ONLY                  PASS  PASS  FAIL  OK
  G-CORR-APPEND-ONLY                   PASS  PASS  FAIL  OK
  G-WRITELIST-KINDS                    PASS  PASS  FAIL  OK
  G-WRITELIST-SPANS-ACT                PASS  PASS  FAIL  OK
  G-NOSTAGE-A-BY-DIFF                  PASS  PASS  FAIL  OK
  G-ARMS-DECLARED-EQ-RUN               PASS  PASS  FAIL  OK
  G-ARMS-NO-SUBSTRING-VERDICT          PASS  PASS  FAIL  OK
  G-MIRROR-TAGGED-BUILD                PASS  PASS  FAIL  OK
  G-MUSTFAIL                           PASS  PASS  FAIL  OK
  G-ARTEFACTS-NOT-COMMITTED            PASS  PASS  FAIL  OK
  G-CORPUS-LEAN-UNTOUCHED              PASS  PASS  FAIL  OK

  ### ### **ARMS RUN : 59. ### LIVE PASSING : 59. ### LIVE FAILING : 0 .**
  ### ### **NEGATIVE-CONTROL FAILURES : 0. ### POSITIVE-CONTROL PASSES : 0 .**
  ### ### **VERDICT : ALL ARMS PASS AND EVERY CONTROL BEHAVES**
========================================================================================================
