========================================================================================================
b492 -- THE SUITE. ### **POST-PUSH READING.** ### every arm exercised on both controls.
========================================================================================================
  arms in the (G2) block : 56 ; run here : 56 ; deferred : 0
  arm                                        LIVE  NEG   POS   verdict
  --------------------------------------------------------------------------------------------
  G-RECEIPT-IN-FULL                          PASS  PASS  FAIL  OK
  G-SCAN-CLEAN                               PASS  PASS  FAIL  OK
  G-SCAN-FLAGS-ZERO                          PASS  PASS  FAIL  OK
  G-STEPZERO-CENSUS                          PASS  PASS  FAIL  OK
  G-STEPZERO-PINS                            PASS  PASS  FAIL  OK
  G-SURVEY-NOMISS                            PASS  PASS  FAIL  OK
  G-REG-LOCKED-FIRST                         PASS  PASS  FAIL  OK
  G-LOCKGATE-EIGHT                           PASS  PASS  FAIL  OK
  G-SEAL-VERIFIES                            PASS  PASS  FAIL  OK
  G-PRIOR-CLOSED-PUSHED                      PASS  PASS  FAIL  OK
  G-ADDENDUM-SLOT-CONTENT-BOUNDED            PASS  PASS  FAIL  OK
  G-NUMBER-UNCLAIMED                         PASS  PASS  FAIL  OK
  G-RUN-ALL-35-CELLS                         PASS  PASS  FAIL  OK
  G-RUN-W-WITHIN-FLOOR                       PASS  PASS  FAIL  OK
  G-RUN-FLOOR-IS-b477S                       PASS  PASS  FAIL  OK
  G-RUN-RECIPE-IS-b477S                      PASS  PASS  FAIL  OK
  G-RUN-CHECK-BEFORE-READ                    PASS  PASS  FAIL  OK
  G-RUN-REHEARSAL-EXACT                      PASS  PASS  FAIL  OK
  G-RUN-ONE-GRID-ONLY                        PASS  PASS  FAIL  OK
  G-TERMS-AT-EVERY-CELL                      PASS  PASS  FAIL  OK
  G-TERMS-SUM-TO-PR                          PASS  PASS  FAIL  OK
  G-EXACT-A-BESIDE-ROUNDED                   PASS  PASS  FAIL  OK
  G-EXACT-MEMBERSHIP-INTEGER                 PASS  PASS  FAIL  OK
  G-GENERATOR-QUOTED                         PASS  PASS  FAIL  OK
  G-SPLIT-IS-AN-IDENTITY                     PASS  PASS  FAIL  OK
  G-SPLIT-CLOSES                             PASS  PASS  FAIL  OK
  G-34-ROW-TABLE                             PASS  PASS  FAIL  OK
  G-ARCH-NOT-SPLIT-SAID                      PASS  PASS  FAIL  OK
  G-FRACTION-SCOPE-STATED                    PASS  PASS  FAIL  OK
  G-ONE-SENTENCE-NO-WIDER                    PASS  PASS  FAIL  OK
  G-N1-SCORED                                PASS  PASS  FAIL  OK
  G-N2-SCORED                                PASS  PASS  FAIL  OK
  G-N3-SCORED                                PASS  PASS  FAIL  OK
  G-SEAT-EXPECTATIONS-SCORED                 PASS  PASS  FAIL  OK
  G-LANE-CLOSED-AT-END                       PASS  PASS  FAIL  OK
  G-NOTHING-COMPILED                         PASS  PASS  FAIL  OK
  G-NOZENODO-WRITE                           PASS  PASS  FAIL  OK
  G-SPAN-BY-TOOL                             PASS  PASS  FAIL  OK
  G-NOGRADE-MOVED                            PASS  PASS  FAIL  OK
  G-NODEPOSIT                                PASS  PASS  FAIL  OK
  G-NOH2-MOVED                               PASS  PASS  FAIL  OK
  G-NOPRIORBANK                              PASS  PASS  FAIL  OK
  G-FOUR-LISTS-OPEN                          PASS  PASS  FAIL  OK
  G-CORPUS-SCOPE                             PASS  PASS  FAIL  OK
  G-TRAIL-APPEND-ONLY                        PASS  PASS  FAIL  OK
  G-CORR-APPEND-ONLY                         PASS  PASS  FAIL  OK
  G-WRITELIST-KINDS                          PASS  PASS  FAIL  OK
  G-WRITELIST-SPANS-ACT                      PASS  PASS  FAIL  OK
  G-NOSTAGE-A-BY-DIFF                        PASS  PASS  FAIL  OK
  G-ARMS-DECLARED-EQ-RUN                     PASS  PASS  FAIL  OK
  G-ARMS-NO-SUBSTRING-VERDICT                PASS  PASS  FAIL  OK
  G-MIRROR-TAGGED-BUILD                      PASS  PASS  FAIL  OK
  G-MUSTFAIL                                 PASS  PASS  FAIL  OK
  G-ARTEFACTS-NOT-COMMITTED                  PASS  PASS  FAIL  OK
  G-CORPUS-LEAN-UNTOUCHED                    PASS  PASS  FAIL  OK
  G-PUSHED-PREDICATE-THREE-CLAUSED           PASS  PASS  FAIL  OK

  ### files written that NO (W) GLOB COVERS : 0 
  ### G-NOPRIORBANK checked 2750 prior banks. ### ONE excluded BY NAME, with its ground:
  ###   `b475_zeta23_build.log`      -- another act`s live process is still appending.
  ### ### **b487`S SECOND EXCLUSION IS NOT CARRIED** -- it was b485`s bank, which (R97)
  ### directed b487 to append to. ### This act writes no prior bank, so the exception
  ### lapses with the ruling that made it and the arm is back at full width.
  ### ### **ARMS RUN : 56. ### LIVE PASSING : 56. ### LIVE FAILING : 0 .**
  ### ### **NEGATIVE-CONTROL FAILURES : 0. ### POSITIVE-CONTROL PASSES : 0 .**
  ### ### **VERDICT : ALL ARMS PASS AND EVERY CONTROL BEHAVES**
========================================================================================================
