========================================================================================================
b476 -- THE SUITE. ### **PRE-PUSH READING.** ### every arm exercised on both controls.
========================================================================================================
  arms in the (G2) block : 53 ; run here : 53 ; deferred : 1
  arm                                  LIVE  NEG   POS   verdict
  --------------------------------------------------------------------------------------------------
  G-RECEIPT-IN-FULL                    PASS  PASS  FAIL  OK
  G-SUBSTITUTION-APPLIED               PASS  PASS  FAIL  OK
  G-REFUSED-TEXT-KEPT                  PASS  PASS  FAIL  OK
  G-SCAN-CLEAN                         PASS  PASS  FAIL  OK
  G-SCAN-FLAGS-ZERO                    PASS  PASS  FAIL  OK
  G-STEPZERO-CENSUS                    PASS  PASS  FAIL  OK
  G-STEPZERO-PINS                      PASS  PASS  FAIL  OK
  G-SURVEY-NOMISS                      PASS  PASS  FAIL  OK
  G-REG-LOCKED-FIRST                   PASS  PASS  FAIL  OK
  G-LOCKGATE-EIGHT                     PASS  PASS  FAIL  OK
  G-SEAL-VERIFIES                      PASS  PASS  FAIL  OK
  G-PRIOR-CLOSED-PUSHED                PASS  PASS  FAIL  OK
  G-ADDENDUM-SLOT-CONTENT-BOUNDED      PASS  PASS  FAIL  OK
  G-E1-FAMILY-FROM-BANK                PASS  PASS  FAIL  OK
  G-E1-ONE-CONSTRUCTION                PASS  PASS  FAIL  OK
  G-E1-RADII-DISJOINT                  PASS  PASS  FAIL  OK
  G-E1-SUPPORT-SAID-TWICE              PASS  PASS  FAIL  OK
  G-E2-CHAIN-UNEDITED                  PASS  PASS  FAIL  OK
  G-E3-DIAGONAL-REHEARSED              PASS  PASS  FAIL  OK
  G-E3-DIAGONAL-EXACT                  PASS  PASS  FAIL  OK
  G-E4-TRUNCATION-FROM-ATLAS           PASS  PASS  FAIL  OK
  G-E5-CONTROL-HEIGHT-CHECKED          PASS  PASS  FAIL  OK
  G-E5-ORDER-HEIGHT-ABSENT             PASS  PASS  FAIL  OK
  G-E5-RESOLUTION-PRICED               PASS  PASS  FAIL  OK
  G-E5-VOROS-NOT-CARRIED               PASS  PASS  FAIL  OK
  G-E6-THREE-FALSIFIERS                PASS  PASS  FAIL  OK
  G-E7-PRICE-FROM-TIMING               PASS  PASS  FAIL  OK
  G-E7-DETACH-REQUIRED                 PASS  PASS  FAIL  OK
  G-NOGRAM-COMPUTED                    PASS  PASS  FAIL  OK
  G-NOLANE-OPENED                      PASS  PASS  FAIL  OK
  G-N1-REGISTERED                      PASS  PASS  FAIL  OK
  G-N2-REGISTERED                      PASS  PASS  FAIL  OK
  G-N3-REGISTERED                      PASS  PASS  FAIL  OK
  G-SEAT-EXPECTATIONS-STATED           PASS  PASS  FAIL  OK
  G-SPAN-BY-TOOL                       PASS  PASS  FAIL  OK
  G-NOGRADE-MOVED                      PASS  PASS  FAIL  OK
  G-NODEPOSIT                          PASS  PASS  FAIL  OK
  G-NOH2-MOVED                         PASS  PASS  FAIL  OK
  G-NOPRIORBANK                        PASS  PASS  FAIL  OK
  G-FOUR-LISTS-OPEN                    PASS  PASS  FAIL  OK
  G-CORPUS-SCOPE                       PASS  PASS  FAIL  OK
  G-TRAIL-APPEND-ONLY                  PASS  PASS  FAIL  OK
  G-CORR-APPEND-ONLY                   PASS  PASS  FAIL  OK
  G-WRITELIST-KINDS                    PASS  PASS  FAIL  OK
  G-WRITELIST-SPANS-ACT                PASS  PASS  FAIL  OK
  G-NOSTAGE-A-BY-DIFF                  PASS  PASS  FAIL  OK
  G-ARMS-DECLARED-EQ-RUN               PASS  PASS  FAIL  OK
  G-ARMS-NO-SUBSTRING-VERDICT          PASS  PASS  FAIL  OK
  G-MUSTFAIL                           PASS  PASS  FAIL  OK
  G-ARTEFACTS-NOT-COMMITTED            PASS  PASS  FAIL  OK
  G-CORPUS-LEAN-UNTOUCHED              PASS  PASS  FAIL  OK
  G-PUSHED-PREDICATE-THREE-CLAUSED     PASS  PASS  FAIL  OK
  G-MIRROR-TAGGED-BUILD                DEFERRED TO POST-PUSH

  ### ### **ARMS RUN : 52. ### LIVE PASSING : 52. ### LIVE FAILING : 0 .**
  ### ### **NEGATIVE-CONTROL FAILURES : 0. ### POSITIVE-CONTROL PASSES : 0 .**
  ### ### **VERDICT : ALL ARMS PASS AND EVERY CONTROL BEHAVES**
========================================================================================================
