========================================================================================================
b468 -- THE SUITE. ### **POST-PUSH READING.** ### every arm exercised on both controls.
========================================================================================================
  arms in the (G2) block : 39 ; run here : 39 ; deferred : 0
  arm                                  LIVE  NEG   POS   verdict
  --------------------------------------------------------------------------------------------------
  G-RECEIPT-IN-FULL                    PASS  PASS  FAIL  OK
  G-SCAN-CLEAN                         PASS  PASS  FAIL  OK
  G-STEPZERO-CENSUS                    PASS  PASS  FAIL  OK
  G-STEPZERO-PINS                      PASS  PASS  FAIL  OK
  G-REG-LOCKED-FIRST                   PASS  PASS  FAIL  OK
  G-LOCKGATE-EIGHT                     PASS  PASS  FAIL  OK
  G-SEAL-VERIFIES                      PASS  PASS  FAIL  OK
  G-PRIOR-CLOSED-PUSHED                PASS  PASS  FAIL  OK
  G-ADDENDUM-SLOT-CONTENT-BOUNDED      PASS  PASS  FAIL  OK
  G-PRE-SEVEN-SEARCHED                 PASS  PASS  FAIL  OK
  G-PRE-CONTROL-FIRES                  PASS  PASS  FAIL  OK
  G-PRE-BOTH-YIELDS-PRINTED            PASS  PASS  FAIL  OK
  G-PRE-DIRECTORIES-MATCHED            PASS  PASS  FAIL  OK
  G-PRE-DISCLOSURE-REJECTED            PASS  PASS  FAIL  OK
  G-PRE-REPO-NAME-CORRECTED            PASS  PASS  FAIL  OK
  G-PRE-ABSENT-COUNTED                 PASS  PASS  FAIL  OK
  G-PRE-NOFETCH                        PASS  PASS  FAIL  OK
  G-NO-COMPONENT-SUBSTITUTED           PASS  PASS  FAIL  OK
  G-NO-THEOREM-QUOTED                  PASS  PASS  FAIL  OK
  G-NO-GRADE-CONFERRED                 PASS  PASS  FAIL  OK
  G-NO-WORDER-FILED                    PASS  PASS  FAIL  OK
  G-EXPECTATIONS-NOT-SCORABLE          PASS  PASS  FAIL  OK
  G-SPAN-BY-TOOL                       PASS  PASS  FAIL  OK
  G-NOGRADE-MOVED                      PASS  PASS  FAIL  OK
  G-NODEPOSIT                          PASS  PASS  FAIL  OK
  G-NOH2-MOVED                         PASS  PASS  FAIL  OK
  G-NOKERNEL-RUN                       PASS  PASS  FAIL  OK
  G-NOPRIORBANK                        PASS  PASS  FAIL  OK
  G-FOUR-LISTS-OPEN                    PASS  PASS  FAIL  OK
  G-CORPUS-SCOPE                       PASS  PASS  FAIL  OK
  G-TRAIL-APPEND-ONLY                  PASS  PASS  FAIL  OK
  G-CORR-APPEND-ONLY                   PASS  PASS  FAIL  OK
  G-WRITELIST-KINDS                    PASS  PASS  FAIL  OK
  G-WRITELIST-SPANS-ACT                PASS  PASS  FAIL  OK
  G-NOSTAGE-A-BY-DIFF                  PASS  PASS  FAIL  OK
  G-ARMS-DECLARED-EQ-RUN               PASS  PASS  FAIL  OK
  G-ARMS-NO-SUBSTRING-VERDICT          PASS  PASS  FAIL  OK
  G-MIRROR-TAGGED-BUILD                PASS  PASS  FAIL  OK
  G-MUSTFAIL                           PASS  PASS  FAIL  OK

  ### ### **ARMS RUN : 39. ### LIVE PASSING : 39. ### LIVE FAILING : 0 .**
  ### ### **NEGATIVE-CONTROL FAILURES : 0. ### POSITIVE-CONTROL PASSES : 0 .**
  ### ### **VERDICT : ALL ARMS PASS AND EVERY CONTROL BEHAVES**
========================================================================================================
