========================================================================================================
b542 -- THE SUITE. ### **PRE-PUSH READING.** ### every arm exercised on both controls.
========================================================================================================
  arms in the (G2) block : 63 ; run here : 63 ; deferred : 0
  arm                                        LIVE  NEG   POS   verdict
  --------------------------------------------------------------------------------------------
  G-RECEIPT-IN-FULL                          PASS  PASS  FAIL  OK
  G-SCAN-CLEAN                               PASS  PASS  FAIL  OK
  G-SCAN-FLAGS-DECLARED                      PASS  PASS  FAIL  OK
  G-STEPZERO-CENSUS                          PASS  PASS  FAIL  OK
  G-STEPZERO-PINS                            PASS  PASS  FAIL  OK
  G-REG-LOCKED-FIRST                         PASS  PASS  FAIL  OK
  G-LOCKGATE-EIGHT                           PASS  PASS  FAIL  OK
  G-SEAL-VERIFIES                            PASS  PASS  FAIL  OK
  G-PRIOR-CLOSED-PUSHED                      PASS  PASS  FAIL  OK
  G-ADDENDUM-SLOT-CONTENT-BOUNDED            PASS  PASS  FAIL  OK
  G-NUMBER-UNCLAIMED                         PASS  PASS  FAIL  OK
  G-PEEK-DECLARED                            PASS  PASS  FAIL  OK
  G-R152-ENTERED                             PASS  PASS  FAIL  OK
  G-READS-CITED                              PASS  PASS  FAIL  OK
  G-E5-FILED                                 PASS  PASS  FAIL  OK
  G-E5-LISTED                                PASS  PASS  FAIL  OK
  G-E5-BACKTICKS                             PASS  PASS  FAIL  OK
  G-E5-HEADING-KINDS                         PASS  PASS  FAIL  OK
  G-POPULATION                               PASS  PASS  FAIL  OK
  G-PINS-RESOLVED                            PASS  PASS  FAIL  OK
  G-NEEDLES-PRINTED                          PASS  PASS  FAIL  OK
  G-CENSUS-LINEAGE                           PASS  PASS  FAIL  OK
  G-STATEMENTS-VERBATIM                      PASS  PASS  FAIL  OK
  G-ROWS-KINDED                              PASS  PASS  FAIL  OK
  G-RESIDUE-READ                             PASS  PASS  FAIL  OK
  G-NO-BOTH                                  PASS  PASS  FAIL  OK
  G-INHERITS-ROWS                            PASS  PASS  FAIL  OK
  G-DICHOTOMY                                PASS  PASS  FAIL  OK
  G-STOP-CHECK                               PASS  PASS  FAIL  OK
  G-ENGINES                                  PASS  PASS  FAIL  OK
  G-TECHNE-SHAPE-ONLY                        PASS  PASS  FAIL  OK
  G-FINDINGS-ENTRY                           PASS  PASS  FAIL  OK
  G-CORR-ROWS                                PASS  PASS  FAIL  OK
  G-AXIOM-PROBE                              PASS  PASS  FAIL  OK
  G-BRANCHES-DELETED                         PASS  PASS  FAIL  OK
  G-LINES-KEPT                               PASS  PASS  FAIL  OK
  G-CEILING-UNCHANGED                        PASS  PASS  FAIL  OK
  G-KERNELS-UNTOUCHED                        PASS  PASS  FAIL  OK
  G-NO-ZENODO-CALL                           PASS  PASS  FAIL  OK
  G-DELETE-FREE                              PASS  PASS  FAIL  OK
  G-N1-SCORED                                PASS  PASS  FAIL  OK
  G-N2-SCORED                                PASS  PASS  FAIL  OK
  G-N3-SCORED                                PASS  PASS  FAIL  OK
  G-N4-SCORED                                PASS  PASS  FAIL  OK
  G-N5-SCORED                                PASS  PASS  FAIL  OK
  G-SEAT-EXPECTATIONS-SCORED                 PASS  PASS  FAIL  OK
  G-NODEPOSIT                                PASS  PASS  FAIL  OK
  G-NOH2-MOVED                               PASS  PASS  FAIL  OK
  G-PRIORBANK-UNCHANGED                      PASS  PASS  FAIL  OK
  G-FOUR-LISTS-OPEN                          PASS  PASS  FAIL  OK
  G-LANE-CLOSED                              PASS  PASS  FAIL  OK
  G-CORPUS-SCOPE                             PASS  PASS  FAIL  OK
  G-TRAIL-APPEND-ONLY                        PASS  PASS  FAIL  OK
  G-INSTRUMENTS-UNEDITED                     PASS  PASS  FAIL  OK
  G-WRITELIST-KINDS                          PASS  PASS  FAIL  OK
  G-WRITELIST-SPANS-ACT                      PASS  PASS  FAIL  OK
  G-NOSTAGE-A-BY-DIFF                        PASS  PASS  FAIL  OK
  G-ARMS-DECLARED-EQ-RUN                     PASS  PASS  FAIL  OK
  G-ARMS-NO-SUBSTRING-VERDICT                PASS  PASS  FAIL  OK
  G-ARMS-NO-LIVE-LIMB                        PASS  PASS  FAIL  OK
  G-MUSTFAIL                                 PASS  PASS  FAIL  OK
  G-ARTEFACTS-NOT-COMMITTED                  PASS  PASS  FAIL  OK
  G-PUSHED-PREDICATE-THREE-CLAUSED           PASS  PASS  FAIL  OK

  ### files written that NO (W) GLOB COVERS : 0 
  ### ### **(R107): THE GENERATOR WAS RE-RUN BY THIS SUITE.** ### exit 0.
  ###   rows added 0 ; rows gone 0 ; grade-or-profile changed 0
  ### G-PRIORBANK-UNCHANGED checked 4808 prior banks by time, none excepted.
  ### ### **VACUOUS ARMS : NONE.**
  ### ### **THE b475 LOG EXCEPTION STAYS RETIRED.** ### b481-b489 excused
  ###   `b475_zeta23_build.log` as still being appended to by a live process. ### b490
  ### found pid 27508 ABSENT at two readings sixty seconds apart and the file cold, and
  ### b491 read the log COMPLETE. ### **AN EXCEPTION IS A CLAIM ABOUT THE WORLD AND
  ### DECAYS LIKE ONE.** ### b487`s second exclusion is not carried either: it was
  ### b485`s bank, which (R97) directed b487 to append to. ### The arm runs at FULL WIDTH.
  ### ### **ARMS RUN : 63. ### LIVE PASSING : 63. ### LIVE FAILING : 0 .**
  ### ### **NEGATIVE-CONTROL FAILURES : 0. ### POSITIVE-CONTROL PASSES : 0 .**
  ### ### **VERDICT : ALL ARMS PASS AND EVERY CONTROL BEHAVES**
========================================================================================================
