========================================================================================================
b478 -- THE SUITE. ### **POST-PUSH READING.** ### every arm exercised on both controls.
========================================================================================================
  arms in the (G2) block : 48 ; run here : 48 ; deferred : 0
  arm                                  LIVE  NEG   POS   verdict
  --------------------------------------------------------------------------------------------------
  G-RECEIPT-IN-FULL                    PASS  PASS  FAIL  OK
  G-SCAN-CLEAN                         PASS  PASS  FAIL  OK
  G-SCAN-FLAGS-ZERO                    PASS  PASS  FAIL  OK
  G-SISTERS-REFUSED-BANKED             PASS  PASS  FAIL  OK
  G-STEPZERO-CENSUS                    PASS  PASS  FAIL  OK
  G-STEPZERO-PINS                      PASS  PASS  FAIL  OK
  G-SURVEY-NOMISS                      PASS  PASS  FAIL  OK
  G-REG-LOCKED-FIRST                   PASS  PASS  FAIL  OK
  G-LOCKGATE-EIGHT                     PASS  PASS  FAIL  OK
  G-SEAL-VERIFIES                      PASS  PASS  FAIL  OK
  G-PRIOR-CLOSED-PUSHED                PASS  PASS  FAIL  OK
  G-ADDENDUM-SLOT-CONTENT-BOUNDED      PASS  PASS  FAIL  OK
  G-C1-FORTY-EIGHT-CELLS               PASS  PASS  FAIL  OK
  G-C1-THREE-WORDS-ONLY                PASS  PASS  FAIL  OK
  G-C1-QUOTES-VERIFIED-BOTH-SIDES      PASS  PASS  FAIL  OK
  G-C1-REHEARSAL-SAME-OBJECT           PASS  PASS  FAIL  OK
  G-C1-RULE-BEFORE-CELLS               PASS  PASS  FAIL  OK
  G-C1-NO-BRIDGE-TYPED                 PASS  PASS  FAIL  OK
  G-C2-REVERSE-READS-BOTH              PASS  PASS  FAIL  OK
  G-C2-EMPTY-ROWS-PRINTED              PASS  PASS  FAIL  OK
  G-C3-SENTENCE-BOUNDED                PASS  PASS  FAIL  OK
  G-C3-NO-GRADE-CONFERRED              PASS  PASS  FAIL  OK
  G-NOLANE-OPENED                      PASS  PASS  FAIL  OK
  G-U1-UNEDITED                        PASS  PASS  FAIL  OK
  G-E0-UNEDITED                        PASS  PASS  FAIL  OK
  G-N1-SCORED                          PASS  PASS  FAIL  OK
  G-N2-SCORED                          PASS  PASS  FAIL  OK
  G-N3-SCORED                          PASS  PASS  FAIL  OK
  G-SEAT-EXPECTATIONS-SCORED           PASS  PASS  FAIL  OK
  G-SPAN-BY-TOOL                       PASS  PASS  FAIL  OK
  G-NOGRADE-MOVED                      PASS  PASS  FAIL  OK
  G-NODEPOSIT                          PASS  PASS  FAIL  OK
  G-NOH2-MOVED                         PASS  PASS  FAIL  OK
  G-NOPRIORBANK                        PASS  PASS  FAIL  OK
  G-FOUR-LISTS-OPEN                    PASS  PASS  FAIL  OK
  G-CORPUS-SCOPE                       PASS  PASS  FAIL  OK
  G-TRAIL-APPEND-ONLY                  PASS  PASS  FAIL  OK
  G-CORR-APPEND-ONLY                   PASS  PASS  FAIL  OK
  G-WRITELIST-KINDS                    PASS  PASS  FAIL  OK
  G-WRITELIST-SPANS-ACT                PASS  PASS  FAIL  OK
  G-NOSTAGE-A-BY-DIFF                  PASS  PASS  FAIL  OK
  G-ARMS-DECLARED-EQ-RUN               PASS  PASS  FAIL  OK
  G-ARMS-NO-SUBSTRING-VERDICT          PASS  PASS  FAIL  OK
  G-MIRROR-TAGGED-BUILD                PASS  PASS  FAIL  OK
  G-MUSTFAIL                           PASS  PASS  FAIL  OK
  G-ARTEFACTS-NOT-COMMITTED            PASS  PASS  FAIL  OK
  G-CORPUS-LEAN-UNTOUCHED              PASS  PASS  FAIL  OK
  G-PUSHED-PREDICATE-THREE-CLAUSED     PASS  PASS  FAIL  OK

  ### ### **ARMS RUN : 48. ### LIVE PASSING : 48. ### LIVE FAILING : 0 .**
  ### ### **NEGATIVE-CONTROL FAILURES : 0. ### POSITIVE-CONTROL PASSES : 0 .**
  ### ### **VERDICT : ALL ARMS PASS AND EVERY CONTROL BEHAVES**
========================================================================================================
