========================================================================================================
b544 -- THE SUITE. ### **POST-PUSH READING.** ### every arm exercised on both controls.
========================================================================================================
  arms in the (G2) block : 66 ; run here : 66 ; deferred : 0
  arm                                        LIVE  NEG   POS   verdict
  --------------------------------------------------------------------------------------------
  G-RECEIPT-IN-FULL                          PASS  PASS  FAIL  OK
  G-SCAN-CLEAN                               PASS  PASS  FAIL  OK
  G-SCAN-FLAG-DECLARED                       PASS  PASS  FAIL  OK
  G-STEPZERO-CENSUS                          PASS  PASS  FAIL  OK
  G-STEPZERO-PINS                            PASS  PASS  FAIL  OK
  G-REG-LOCKED-FIRST                         PASS  PASS  FAIL  OK
  G-LOCKGATE-EIGHT                           PASS  PASS  FAIL  OK
  G-SEAL-VERIFIES                            PASS  PASS  FAIL  OK
  G-PRIOR-CLOSED-PUSHED                      PASS  PASS  FAIL  OK
  G-ADDENDUM-SLOT-CONTENT-BOUNDED            PASS  PASS  FAIL  OK
  G-NUMBER-UNCLAIMED                         PASS  PASS  FAIL  OK
  G-PEEK-DECLARED                            PASS  PASS  FAIL  OK
  G-R154-ENTERED                             PASS  PASS  FAIL  OK
  G-READS-CITED                              PASS  PASS  FAIL  OK
  G-E6-FILED                                 PASS  PASS  FAIL  OK
  G-E6-LISTED                                PASS  PASS  FAIL  OK
  G-E6-BACKTICKS                             PASS  PASS  FAIL  OK
  G-NOTE-1109                                PASS  PASS  FAIL  OK
  G-NAME-WITHHELD                            PASS  PASS  FAIL  OK
  G-ENUMERATION                              PASS  PASS  FAIL  OK
  G-SUBJECTS                                 PASS  PASS  FAIL  OK
  G-PROFILES                                 PASS  PASS  FAIL  OK
  G-PROBE-TIMED                              PASS  PASS  FAIL  OK
  G-KERNEL-CLOSURE                           PASS  PASS  FAIL  OK
  G-PREMISES                                 PASS  PASS  FAIL  OK
  G-T0-INVENTORY                             PASS  PASS  FAIL  OK
  G-MARKS                                    PASS  PASS  FAIL  OK
  G-FORCES-CLAUSES                           PASS  PASS  FAIL  OK
  G-ZERO-ROWS-READ                           PASS  PASS  FAIL  OK
  G-TABLE-COLUMN                             PASS  PASS  FAIL  OK
  G-FINDINGS-CP2                             PASS  PASS  FAIL  OK
  G-FINDINGS-CP3                             PASS  PASS  FAIL  OK
  G-CHECKPOINT-LINES                         PASS  PASS  FAIL  OK
  G-BRANCHES-DELETED                         PASS  PASS  FAIL  OK
  G-LINES-KEPT                               PASS  PASS  FAIL  OK
  G-MONOGRAPH-UNTOUCHED                      PASS  PASS  FAIL  OK
  G-CEILING-UNCHANGED                        PASS  PASS  FAIL  OK
  G-KERNELS-UNTOUCHED                        PASS  PASS  FAIL  OK
  G-NO-ZENODO-CALL                           PASS  PASS  FAIL  OK
  G-DELETE-FREE                              PASS  PASS  FAIL  OK
  G-TECHNE-SHAPE-ONLY                        PASS  PASS  FAIL  OK
  G-N1-SCORED                                PASS  PASS  FAIL  OK
  G-N2-SCORED                                PASS  PASS  FAIL  OK
  G-N3-SCORED                                PASS  PASS  FAIL  OK
  G-N4-SCORED                                PASS  PASS  FAIL  OK
  G-N5-SCORED                                PASS  PASS  FAIL  OK
  G-N6-SCORED                                PASS  PASS  FAIL  OK
  G-SEAT-EXPECTATIONS-SCORED                 PASS  PASS  FAIL  OK
  G-NODEPOSIT                                PASS  PASS  FAIL  OK
  G-NOH2-MOVED                               PASS  PASS  FAIL  OK
  G-PRIORBANK-UNCHANGED                      PASS  PASS  FAIL  OK
  G-FOUR-LISTS-OPEN                          PASS  PASS  FAIL  OK
  G-LANE-CLOSED                              PASS  PASS  FAIL  OK
  G-CORPUS-SCOPE                             PASS  PASS  FAIL  OK
  G-TRAIL-APPEND-ONLY                        PASS  PASS  FAIL  OK
  G-CORR-UNTOUCHED                           PASS  PASS  FAIL  OK
  G-INSTRUMENTS-ONE-EDIT                     PASS  PASS  FAIL  OK
  G-WRITELIST-KINDS                          PASS  PASS  FAIL  OK
  G-WRITELIST-SPANS-ACT                      PASS  PASS  FAIL  OK
  G-NOSTAGE-A-BY-DIFF                        PASS  PASS  FAIL  OK
  G-ARMS-DECLARED-EQ-RUN                     PASS  PASS  FAIL  OK
  G-ARMS-NO-SUBSTRING-VERDICT                PASS  PASS  FAIL  OK
  G-ARMS-NO-LIVE-LIMB                        PASS  PASS  FAIL  OK
  G-MUSTFAIL                                 PASS  PASS  FAIL  OK
  G-ARTEFACTS-NOT-COMMITTED                  PASS  PASS  FAIL  OK
  G-PUSHED-PREDICATE-THREE-CLAUSED           PASS  PASS  FAIL  OK

  ### files written that NO (W) GLOB COVERS : 0 
  ### ### **(R107): THE GENERATOR WAS RE-RUN BY THIS SUITE.** ### exit 0.
  ###   rows added 0 ; rows gone 0 ; grade-or-profile changed 0
  ### G-PRIORBANK-UNCHANGED checked 4884 prior banks by time, none excepted.
  ### ### **VACUOUS ARMS : NONE.**
  ### ### **THE b475 LOG EXCEPTION STAYS RETIRED.** ### b481-b489 excused
  ###   `b475_zeta23_build.log` as still being appended to by a live process. ### b490
  ### found pid 27508 ABSENT at two readings sixty seconds apart and the file cold, and
  ### b491 read the log COMPLETE. ### **AN EXCEPTION IS A CLAIM ABOUT THE WORLD AND
  ### DECAYS LIKE ONE.** ### b487`s second exclusion is not carried either: it was
  ### b485`s bank, which (R97) directed b487 to append to. ### The arm runs at FULL WIDTH.
  ### ### **ARMS RUN : 66. ### LIVE PASSING : 66. ### LIVE FAILING : 0 .**
  ### ### **NEGATIVE-CONTROL FAILURES : 0. ### POSITIVE-CONTROL PASSES : 0 .**
  ### ### **VERDICT : ALL ARMS PASS AND EVERY CONTROL BEHAVES**
========================================================================================================
