========================================================================================================
b487 -- THE SUITE. ### **POST-PUSH READING.** ### every arm exercised on both controls.
========================================================================================================
  arms in the (G2) block : 55 ; run here : 55 ; deferred : 0
  arm                                        LIVE  NEG   POS   verdict
  --------------------------------------------------------------------------------------------
  G-RECEIPT-IN-FULL                          PASS  PASS  FAIL  OK
  G-SCAN-CLEAN                               PASS  PASS  FAIL  OK
  G-SCAN-FLAGS-ZERO                          PASS  PASS  FAIL  OK
  G-STEPZERO-CENSUS                          PASS  PASS  FAIL  OK
  G-STEPZERO-PINS                            PASS  PASS  FAIL  OK
  G-SURVEY-NOMISS                            PASS  PASS  FAIL  OK
  G-REG-LOCKED-FIRST                         PASS  PASS  FAIL  OK
  G-LOCKGATE-EIGHT                           PASS  PASS  FAIL  OK
  G-SEAL-VERIFIES                            PASS  PASS  FAIL  OK
  G-PRIOR-CLOSED-PUSHED                      PASS  PASS  FAIL  OK
  G-ADDENDUM-SLOT-CONTENT-BOUNDED            PASS  PASS  FAIL  OK
  G-NUMBER-UNCLAIMED                         PASS  PASS  FAIL  OK
  G-C1-RENUMBER-APPENDED                     PASS  PASS  FAIL  OK
  G-C1-B469-KEEPS-ITS-ID                     PASS  PASS  FAIL  OK
  G-C1-TWO-POINTERS                          PASS  PASS  FAIL  OK
  G-C1-APPENDER-REFUSES-DUPLICATE            PASS  PASS  FAIL  OK
  G-C1-APPENDER-ACCEPTS-FRESH                PASS  PASS  FAIL  OK
  G-C1-LINES-REMOVED-ZERO                    PASS  PASS  FAIL  OK
  G-C1-NO-LINE-EDITED                        PASS  PASS  FAIL  OK
  G-C2-NOTHING-FETCHED                       PASS  PASS  FAIL  OK
  G-C2-SOURCES-LABELLED                      PASS  PASS  FAIL  OK
  G-C2-BOTH-YIELDS-PRINTED                   PASS  PASS  FAIL  OK
  G-C2-SENTENCE-NUMBERS-GIVEN                PASS  PASS  FAIL  OK
  G-C3-EVERY-SENTENCE-DISPOSED               PASS  PASS  FAIL  OK
  G-C3-NO-ERRATUM-LEFT-AS-IS                 PASS  PASS  FAIL  OK
  G-C3-DRAFT-FROM-ERRATUM-WORDS              PASS  PASS  FAIL  OK
  G-C3-TERMINAL-NAMED-IN-FULL                PASS  PASS  FAIL  OK
  G-C3-STANDIN-SAID                          PASS  PASS  FAIL  OK
  G-C3-DRAFTS-NOT-APPLIED                    PASS  PASS  FAIL  OK
  G-N1-SCORED                                PASS  PASS  FAIL  OK
  G-N2-SCORED                                PASS  PASS  FAIL  OK
  G-N3-SCORED                                PASS  PASS  FAIL  OK
  G-SEAT-EXPECTATIONS-SCORED                 PASS  PASS  FAIL  OK
  G-NOZENODO-WRITE                           PASS  PASS  FAIL  OK
  G-NOB475LOG                                PASS  PASS  FAIL  OK
  G-NOTHING-COMPILED                         PASS  PASS  FAIL  OK
  G-SPAN-BY-TOOL                             PASS  PASS  FAIL  OK
  G-NOGRADE-MOVED                            PASS  PASS  FAIL  OK
  G-NODEPOSIT                                PASS  PASS  FAIL  OK
  G-NOH2-MOVED                               PASS  PASS  FAIL  OK
  G-NOPRIORBANK                              PASS  PASS  FAIL  OK
  G-FOUR-LISTS-OPEN                          PASS  PASS  FAIL  OK
  G-CORPUS-SCOPE                             PASS  PASS  FAIL  OK
  G-TRAIL-APPEND-ONLY                        PASS  PASS  FAIL  OK
  G-CORR-APPEND-ONLY                         PASS  PASS  FAIL  OK
  G-WRITELIST-KINDS                          PASS  PASS  FAIL  OK
  G-WRITELIST-SPANS-ACT                      PASS  PASS  FAIL  OK
  G-NOSTAGE-A-BY-DIFF                        PASS  PASS  FAIL  OK
  G-ARMS-DECLARED-EQ-RUN                     PASS  PASS  FAIL  OK
  G-ARMS-NO-SUBSTRING-VERDICT                PASS  PASS  FAIL  OK
  G-MIRROR-TAGGED-BUILD                      PASS  PASS  FAIL  OK
  G-MUSTFAIL                                 PASS  PASS  FAIL  OK
  G-ARTEFACTS-NOT-COMMITTED                  PASS  PASS  FAIL  OK
  G-CORPUS-LEAN-UNTOUCHED                    PASS  PASS  FAIL  OK
  G-PUSHED-PREDICATE-THREE-CLAUSED           PASS  PASS  FAIL  OK

  ### files written that NO (W) GLOB COVERS : 0 
  ### G-NOPRIORBANK checked 2648 prior banks. ### TWO excluded BY NAME, with their grounds:
  ###   `b475_zeta23_build.log`      -- another act`s live process is still appending.
  ###   `b485_the_two_records.txt`   -- ### **THIS ACT APPENDS TO IT BY (R97).**
  ### ### **ARMS RUN : 55. ### LIVE PASSING : 55. ### LIVE FAILING : 0 .**
  ### ### **NEGATIVE-CONTROL FAILURES : 0. ### POSITIVE-CONTROL PASSES : 0 .**
  ### ### **VERDICT : ALL ARMS PASS AND EVERY CONTROL BEHAVES**
========================================================================================================
