========================================================================================================
b488 -- THE SUITE. ### **POST-PUSH READING.** ### every arm exercised on both controls.
========================================================================================================
  arms in the (G2) block : 58 ; run here : 58 ; deferred : 0
  arm                                        LIVE  NEG   POS   verdict
  --------------------------------------------------------------------------------------------
  G-RECEIPT-IN-FULL                          PASS  PASS  FAIL  OK
  G-SCAN-CLEAN                               PASS  PASS  FAIL  OK
  G-SCAN-FLAGS-ZERO                          PASS  PASS  FAIL  OK
  G-STEPZERO-CENSUS                          PASS  PASS  FAIL  OK
  G-STEPZERO-PINS                            PASS  PASS  FAIL  OK
  G-SURVEY-NOMISS                            PASS  PASS  FAIL  OK
  G-REG-LOCKED-FIRST                         PASS  PASS  FAIL  OK
  G-LOCKGATE-EIGHT                           PASS  PASS  FAIL  OK
  G-SEAL-VERIFIES                            PASS  PASS  FAIL  OK
  G-PRIOR-CLOSED-PUSHED                      PASS  PASS  FAIL  OK
  G-ADDENDUM-SLOT-CONTENT-BOUNDED            PASS  PASS  FAIL  OK
  G-NUMBER-UNCLAIMED                         PASS  PASS  FAIL  OK
  G-C1-SECTION-APPENDED                      PASS  PASS  FAIL  OK
  G-C1-PREFIX-PROVED                         PASS  PASS  FAIL  OK
  G-C1-LINES-REMOVED-ZERO                    PASS  PASS  FAIL  OK
  G-C1-HEADING-FORM-MATCHES                  PASS  PASS  FAIL  OK
  G-C1-ELEVEN-ACTS                           PASS  PASS  FAIL  OK
  G-C1-SIX-CLAUSES-CITED                     PASS  PASS  FAIL  OK
  G-C1-THIRTEEN-RULINGS                      PASS  PASS  FAIL  OK
  G-C1-SEVEN-DEFECTS                         PASS  PASS  FAIL  OK
  G-C1-FIGURES-FROM-BANK                     PASS  PASS  FAIL  OK
  G-C1-CITES-THE-TRAIL                       PASS  PASS  FAIL  OK
  G-C1-DATED-AT-b488-FOR-b486                PASS  PASS  FAIL  OK
  G-C1-NOTHING-RE-SCORED                     PASS  PASS  FAIL  OK
  G-C2-GUARD-REFUSES-EXISTING                PASS  PASS  FAIL  OK
  G-C2-GUARD-ACCEPTS-FREE                    PASS  PASS  FAIL  OK
  G-C2-BOTH-YIELDS-PRINTED                   PASS  PASS  FAIL  OK
  G-C2-REFUSES-BEFORE-WRITING                PASS  PASS  FAIL  OK
  G-C2-CONTROLS-ON-A-FIXTURE                 PASS  PASS  FAIL  OK
  G-C2-PRIOR-BEHAVIOUR-QUOTED                PASS  PASS  FAIL  OK
  G-C2-ROW-337-BY-THE-GUARDED-TOOL           PASS  PASS  FAIL  OK
  G-N1-SCORED-BY-THE-TOOL                    PASS  PASS  FAIL  OK
  G-N2-SCORED-ON-FIRST-RUN                   PASS  PASS  FAIL  OK
  G-SPAN-BOTH-READINGS-PRINTED               PASS  PASS  FAIL  OK
  G-SPAN-TOOL-UNEDITED                       PASS  PASS  FAIL  OK
  G-SEAT-EXPECTATIONS-SCORED                 PASS  PASS  FAIL  OK
  G-NOZENODO-WRITE                           PASS  PASS  FAIL  OK
  G-NOB475LOG                                PASS  PASS  FAIL  OK
  G-NOTHING-COMPILED                         PASS  PASS  FAIL  OK
  G-SPAN-BY-TOOL                             PASS  PASS  FAIL  OK
  G-NOGRADE-MOVED                            PASS  PASS  FAIL  OK
  G-NODEPOSIT                                PASS  PASS  FAIL  OK
  G-NOH2-MOVED                               PASS  PASS  FAIL  OK
  G-NOPRIORBANK                              PASS  PASS  FAIL  OK
  G-FOUR-LISTS-OPEN                          PASS  PASS  FAIL  OK
  G-CORPUS-SCOPE                             PASS  PASS  FAIL  OK
  G-TRAIL-APPEND-ONLY                        PASS  PASS  FAIL  OK
  G-CORR-APPEND-ONLY                         PASS  PASS  FAIL  OK
  G-WRITELIST-KINDS                          PASS  PASS  FAIL  OK
  G-WRITELIST-SPANS-ACT                      PASS  PASS  FAIL  OK
  G-NOSTAGE-A-BY-DIFF                        PASS  PASS  FAIL  OK
  G-ARMS-DECLARED-EQ-RUN                     PASS  PASS  FAIL  OK
  G-ARMS-NO-SUBSTRING-VERDICT                PASS  PASS  FAIL  OK
  G-MIRROR-TAGGED-BUILD                      PASS  PASS  FAIL  OK
  G-MUSTFAIL                                 PASS  PASS  FAIL  OK
  G-ARTEFACTS-NOT-COMMITTED                  PASS  PASS  FAIL  OK
  G-CORPUS-LEAN-UNTOUCHED                    PASS  PASS  FAIL  OK
  G-PUSHED-PREDICATE-THREE-CLAUSED           PASS  PASS  FAIL  OK

  ### files written that NO (W) GLOB COVERS : 0 
  ### G-NOPRIORBANK checked 2678 prior banks. ### ONE excluded BY NAME, with its ground:
  ###   `b475_zeta23_build.log`      -- another act`s live process is still appending.
  ### ### **b487`S SECOND EXCLUSION IS NOT CARRIED** -- it was b485`s bank, which (R97)
  ### directed b487 to append to. ### This act writes no prior bank, so the exception
  ### lapses with the ruling that made it and the arm is back at full width.
  ### ### **ARMS RUN : 58. ### LIVE PASSING : 58. ### LIVE FAILING : 0 .**
  ### ### **NEGATIVE-CONTROL FAILURES : 0. ### POSITIVE-CONTROL PASSES : 0 .**
  ### ### **VERDICT : ALL ARMS PASS AND EVERY CONTROL BEHAVES**
========================================================================================================
