========================================================================================================
b489 -- THE SUITE. ### **PRE-PUSH READING.** ### every arm exercised on both controls.
========================================================================================================
  arms in the (G2) block : 62 ; run here : 62 ; deferred : 1
  arm                                        LIVE  NEG   POS   verdict
  --------------------------------------------------------------------------------------------
  G-RECEIPT-IN-FULL                          PASS  PASS  FAIL  OK
  G-SCAN-CLEAN                               PASS  PASS  FAIL  OK
  G-SCAN-FLAGS-ZERO                          PASS  PASS  FAIL  OK
  G-STEPZERO-CENSUS                          PASS  PASS  FAIL  OK
  G-STEPZERO-PINS                            PASS  PASS  FAIL  OK
  G-SURVEY-NOMISS                            PASS  PASS  FAIL  OK
  G-REG-LOCKED-FIRST                         PASS  PASS  FAIL  OK
  G-LOCKGATE-EIGHT                           PASS  PASS  FAIL  OK
  G-SEAL-VERIFIES                            PASS  PASS  FAIL  OK
  G-PRIOR-CLOSED-PUSHED                      PASS  PASS  FAIL  OK
  G-ADDENDUM-SLOT-CONTENT-BOUNDED            PASS  PASS  FAIL  OK
  G-NUMBER-UNCLAIMED                         PASS  PASS  FAIL  OK
  G-C1-ALL-35-CELLS                          PASS  PASS  FAIL  OK
  G-C1-MARGIN-IS-MINUS-W                     PASS  PASS  FAIL  OK
  G-C1-ZEROSIDE-BESIDE-IT                    PASS  PASS  FAIL  OK
  G-C1-PRIMEPOWERS-COUNTED                   PASS  PASS  FAIL  OK
  G-C1-AIMMAP-56-CELLS                       PASS  PASS  FAIL  OK
  G-C1-REHEARSAL-BOTH-PRINTED                PASS  PASS  FAIL  OK
  G-C1-FIELD-ERROR-RECORDED                  PASS  PASS  FAIL  OK
  G-C1-NO-VALUE-INVENTED                     PASS  PASS  FAIL  OK
  G-C2-THREE-FORMS-ONLY                      PASS  PASS  FAIL  OK
  G-C2-FORMS-FIXED-BEFORE-FIT                PASS  PASS  FAIL  OK
  G-C2-BOTH-LOSSES-PRINTED                   PASS  PASS  FAIL  OK
  G-C2-PARAMCOUNT-BESIDE-RESIDUAL            PASS  PASS  FAIL  OK
  G-C2-SECOND-FAMILY-FITTED                  PASS  PASS  FAIL  OK
  G-C2-DESCRIPTION-NOT-LAW-SAID              PASS  PASS  FAIL  OK
  G-C2-REPLICATION-DISCLOSED                 PASS  PASS  FAIL  OK
  G-C3-SENTENCE-IN-TRAIL                     PASS  PASS  FAIL  OK
  G-C3-GRADE-CONJECTURED                     PASS  PASS  FAIL  OK
  G-C3-CONSTANTS-PRINTED                     PASS  PASS  FAIL  OK
  G-C3-FALSIFIER-PRINTED                     PASS  PASS  FAIL  OK
  G-C3-FALSIFIER-RANGE-STATED                PASS  PASS  FAIL  OK
  G-C3-PREDICTION-NAMED                      PASS  PASS  FAIL  OK
  G-C3-NO-RH-CLAIM                           PASS  PASS  FAIL  OK
  G-N1-SCORED                                PASS  PASS  FAIL  OK
  G-N2-SCORED                                PASS  PASS  FAIL  OK
  G-N3-SCORED                                PASS  PASS  FAIL  OK
  G-SEAT-EXPECTATIONS-SCORED                 PASS  PASS  FAIL  OK
  G-NOCHAIN-RUN                              PASS  PASS  FAIL  OK
  G-NOLANE-OPENED                            PASS  PASS  FAIL  OK
  G-NOZENODO-WRITE                           PASS  PASS  FAIL  OK
  G-NOB475LOG                                PASS  PASS  FAIL  OK
  G-NOTHING-COMPILED                         PASS  PASS  FAIL  OK
  G-SPAN-BY-TOOL                             PASS  PASS  FAIL  OK
  G-NOGRADE-MOVED                            PASS  PASS  FAIL  OK
  G-NODEPOSIT                                PASS  PASS  FAIL  OK
  G-NOH2-MOVED                               PASS  PASS  FAIL  OK
  G-NOPRIORBANK                              PASS  PASS  FAIL  OK
  G-FOUR-LISTS-OPEN                          PASS  PASS  FAIL  OK
  G-CORPUS-SCOPE                             PASS  PASS  FAIL  OK
  G-TRAIL-APPEND-ONLY                        PASS  PASS  FAIL  OK
  G-CORR-APPEND-ONLY                         PASS  PASS  FAIL  OK
  G-WRITELIST-KINDS                          PASS  PASS  FAIL  OK
  G-WRITELIST-SPANS-ACT                      PASS  PASS  FAIL  OK
  G-NOSTAGE-A-BY-DIFF                        PASS  PASS  FAIL  OK
  G-ARMS-DECLARED-EQ-RUN                     PASS  PASS  FAIL  OK
  G-ARMS-NO-SUBSTRING-VERDICT                PASS  PASS  FAIL  OK
  G-MUSTFAIL                                 PASS  PASS  FAIL  OK
  G-ARTEFACTS-NOT-COMMITTED                  PASS  PASS  FAIL  OK
  G-CORPUS-LEAN-UNTOUCHED                    PASS  PASS  FAIL  OK
  G-PUSHED-PREDICATE-THREE-CLAUSED           PASS  PASS  FAIL  OK
  G-MIRROR-TAGGED-BUILD                      DEFERRED TO POST-PUSH

  ### files written that NO (W) GLOB COVERS : 0 
  ### G-NOPRIORBANK checked 2717 prior banks. ### ONE excluded BY NAME, with its ground:
  ###   `b475_zeta23_build.log`      -- another act`s live process is still appending.
  ### ### **b487`S SECOND EXCLUSION IS NOT CARRIED** -- it was b485`s bank, which (R97)
  ### directed b487 to append to. ### This act writes no prior bank, so the exception
  ### lapses with the ruling that made it and the arm is back at full width.
  ### ### **ARMS RUN : 61. ### LIVE PASSING : 61. ### LIVE FAILING : 0 .**
  ### ### **NEGATIVE-CONTROL FAILURES : 0. ### POSITIVE-CONTROL PASSES : 0 .**
  ### ### **VERDICT : ALL ARMS PASS AND EVERY CONTROL BEHAVES**
========================================================================================================
