========================================================================================================
b483 -- THE SUITE. ### **PRE-PUSH READING.** ### every arm exercised on both controls.
========================================================================================================
  arms in the (G2) block : 57 ; run here : 57 ; deferred : 1
  arm                                        LIVE  NEG   POS   verdict
  --------------------------------------------------------------------------------------------
  G-RECEIPT-IN-FULL                          PASS  PASS  FAIL  OK
  G-SCAN-CLEAN                               PASS  PASS  FAIL  OK
  G-SCAN-FLAGS-ZERO                          PASS  PASS  FAIL  OK
  G-STEPZERO-CENSUS                          PASS  PASS  FAIL  OK
  G-STEPZERO-PINS                            PASS  PASS  FAIL  OK
  G-SURVEY-NOMISS                            PASS  PASS  FAIL  OK
  G-REG-LOCKED-FIRST                         PASS  PASS  FAIL  OK
  G-LOCKGATE-EIGHT                           PASS  PASS  FAIL  OK
  G-SEAL-VERIFIES                            PASS  PASS  FAIL  OK
  G-PRIOR-CLOSED-PUSHED                      PASS  PASS  FAIL  OK
  G-ADDENDUM-SLOT-CONTENT-BOUNDED            PASS  PASS  FAIL  OK
  G-NUMBER-UNCLAIMED                         PASS  PASS  FAIL  OK
  G-RUN-COMPLETE-FROM-LOG                    PASS  PASS  FAIL  OK
  G-EXIT-ZERO-FROM-LAUNCHER                  PASS  PASS  FAIL  OK
  G-STAMPS-DISTINCT                          PASS  PASS  FAIL  OK
  G-NOB475LOG                                PASS  PASS  FAIL  OK
  G-NO-CHAIN-RUN                             PASS  PASS  FAIL  OK
  G-C1-TWO-FAMILIES-NOT-ONE                  PASS  PASS  FAIL  OK
  G-C1-ENTRY-COUNT-CLOSES                    PASS  PASS  FAIL  OK
  G-C1-NO-ENTRY-INVENTED                     PASS  PASS  FAIL  OK
  G-C1-RESIDUAL-BESIDE-EVERY-EIGENVALUE      PASS  PASS  FAIL  OK
  G-C1-BOTH-ENDS-PRINTED                     PASS  PASS  FAIL  OK
  G-C2-DIAGONAL-GATE-PASSED                  PASS  PASS  FAIL  OK
  G-C2-ZEROSIDE-RELATIVE                     PASS  PASS  FAIL  OK
  G-C2-TRUNCBOUND-NOT-THE-AGREEMENT          PASS  PASS  FAIL  OK
  G-C2-THRESHOLD-FIXED-BEFORE-SPECTRUM       PASS  PASS  FAIL  OK
  G-C2-ORIENTATION-FROM-R87                  PASS  PASS  FAIL  OK
  G-C3-CONTROL-SCOPED-TO-PLACES              PASS  PASS  FAIL  OK
  G-C3-RESOLUTION-STATED                     PASS  PASS  FAIL  OK
  G-F1-SCORED                                PASS  PASS  FAIL  OK
  G-F2-SCORED                                PASS  PASS  FAIL  OK
  G-F3-SCORED                                PASS  PASS  FAIL  OK
  G-N1-SCORED                                PASS  PASS  FAIL  OK
  G-N2-SCORED                                PASS  PASS  FAIL  OK
  G-N3-SCORED                                PASS  PASS  FAIL  OK
  G-VACUOUS-SAID-IF-VACUOUS                  PASS  PASS  FAIL  OK
  G-SEAT-EXPECTATIONS-SCORED                 PASS  PASS  FAIL  OK
  G-NOGRADE-ABOVE-MEASURED                   PASS  PASS  FAIL  OK
  G-SPAN-BY-TOOL                             PASS  PASS  FAIL  OK
  G-NOGRADE-MOVED                            PASS  PASS  FAIL  OK
  G-NODEPOSIT                                PASS  PASS  FAIL  OK
  G-NOH2-MOVED                               PASS  PASS  FAIL  OK
  G-NOPRIORBANK                              PASS  PASS  FAIL  OK
  G-FOUR-LISTS-OPEN                          PASS  PASS  FAIL  OK
  G-CORPUS-SCOPE                             PASS  PASS  FAIL  OK
  G-TRAIL-APPEND-ONLY                        PASS  PASS  FAIL  OK
  G-CORR-APPEND-ONLY                         PASS  PASS  FAIL  OK
  G-WRITELIST-KINDS                          PASS  PASS  FAIL  OK
  G-WRITELIST-SPANS-ACT                      PASS  PASS  FAIL  OK
  G-NOSTAGE-A-BY-DIFF                        PASS  PASS  FAIL  OK
  G-ARMS-DECLARED-EQ-RUN                     PASS  PASS  FAIL  OK
  G-ARMS-NO-SUBSTRING-VERDICT                PASS  PASS  FAIL  OK
  G-MUSTFAIL                                 PASS  PASS  FAIL  OK
  G-ARTEFACTS-NOT-COMMITTED                  PASS  PASS  FAIL  OK
  G-CORPUS-LEAN-UNTOUCHED                    PASS  PASS  FAIL  OK
  G-PUSHED-PREDICATE-THREE-CLAUSED           PASS  PASS  FAIL  OK
  G-MIRROR-TAGGED-BUILD                      DEFERRED TO POST-PUSH

  ### files written that NO (W) GLOB COVERS : 0 
  ### G-NOPRIORBANK checked 2470 prior banks; b475`s still-growing log excluded by name.
  ### ### **ARMS RUN : 56. ### LIVE PASSING : 56. ### LIVE FAILING : 0 .**
  ### ### **NEGATIVE-CONTROL FAILURES : 0. ### POSITIVE-CONTROL PASSES : 0 .**
  ### ### **VERDICT : ALL ARMS PASS AND EVERY CONTROL BEHAVES**
========================================================================================================
