========================================================================================================
b479 -- THE SUITE. ### **PRE-PUSH READING.** ### every arm exercised on both controls.
========================================================================================================
  arms in the (G2) block : 52 ; run here : 52 ; deferred : 1
  arm                                        LIVE  NEG   POS   verdict
  --------------------------------------------------------------------------------------------
  G-RECEIPT-IN-FULL                          PASS  PASS  FAIL  OK
  G-SCAN-CLEAN                               PASS  PASS  FAIL  OK
  G-SCAN-FLAGS-ZERO                          PASS  PASS  FAIL  OK
  G-STEPZERO-CENSUS                          PASS  PASS  FAIL  OK
  G-STEPZERO-PINS-RETRIED                    PASS  PASS  FAIL  OK
  G-STEPZERO-FIRSTRUN-KEPT                   PASS  PASS  FAIL  OK
  G-SURVEY-NOMISS                            PASS  PASS  FAIL  OK
  G-REG-LOCKED-FIRST                         PASS  PASS  FAIL  OK
  G-LOCKGATE-EIGHT                           PASS  PASS  FAIL  OK
  G-SEAL-VERIFIES                            PASS  PASS  FAIL  OK
  G-PRIOR-CLOSED-PUSHED                      PASS  PASS  FAIL  OK
  G-ADDENDUM-SLOT-CONTENT-BOUNDED            PASS  PASS  FAIL  OK
  G-NUMBER-UNCLAIMED                         PASS  PASS  FAIL  OK
  G-C1-TAG-IS-THE-PIN                        PASS  PASS  FAIL  OK
  G-C1-EIGHT-CONJUNCTS                       PASS  PASS  FAIL  OK
  G-C1-STATEMENTS-NOT-DOCSTRINGS             PASS  PASS  FAIL  OK
  G-C1-DISCHARGES-NAMED                      PASS  PASS  FAIL  OK
  G-C1-READER-REPAIRED                       PASS  PASS  FAIL  OK
  G-C2-SEVEN-ROWS                            PASS  PASS  FAIL  OK
  G-C2-CRITERION-BEFORE-VERDICT              PASS  PASS  FAIL  OK
  G-C2-CLAUSE-QUOTED-WHEN-TOUCHES            PASS  PASS  FAIL  OK
  G-C2-REASON-IN-THE-FACTS-OWN-WORDS         PASS  PASS  FAIL  OK
  G-C2-C7-BOTH-SHOWN                         PASS  PASS  FAIL  OK
  G-C3-SENTENCE-NO-WIDER                     PASS  PASS  FAIL  OK
  G-C3-CONDITIONAL-NOT-DISCHARGED            PASS  PASS  FAIL  OK
  G-C3-INERTIA-NOT-BORROWED                  PASS  PASS  FAIL  OK
  G-N1-SCORED                                PASS  PASS  FAIL  OK
  G-N2-SCORED                                PASS  PASS  FAIL  OK
  G-N3-SCORED                                PASS  PASS  FAIL  OK
  G-SEAT-EXPECTATIONS-SCORED                 PASS  PASS  FAIL  OK
  G-C5OUTPUT-NOT-COUNTED                     PASS  PASS  FAIL  OK
  G-NOTHING-COMPILED                         PASS  PASS  FAIL  OK
  G-NOB475LOG                                PASS  PASS  FAIL  OK
  G-SPAN-BOTH-READINGS                       PASS  PASS  FAIL  OK
  G-NOGRADE-MOVED                            PASS  PASS  FAIL  OK
  G-NODEPOSIT                                PASS  PASS  FAIL  OK
  G-NOH2-MOVED                               PASS  PASS  FAIL  OK
  G-NOPRIORBANK                              PASS  PASS  FAIL  OK
  G-FOUR-LISTS-OPEN                          PASS  PASS  FAIL  OK
  G-CORPUS-SCOPE                             PASS  PASS  FAIL  OK
  G-TRAIL-APPEND-ONLY                        PASS  PASS  FAIL  OK
  G-CORR-APPEND-ONLY                         PASS  PASS  FAIL  OK
  G-WRITELIST-KINDS                          PASS  PASS  FAIL  OK
  G-WRITELIST-SPANS-ACT                      PASS  PASS  FAIL  OK
  G-NOSTAGE-A-BY-DIFF                        PASS  PASS  FAIL  OK
  G-ARMS-DECLARED-EQ-RUN                     PASS  PASS  FAIL  OK
  G-ARMS-NO-SUBSTRING-VERDICT                PASS  PASS  FAIL  OK
  G-MUSTFAIL                                 PASS  PASS  FAIL  OK
  G-ARTEFACTS-NOT-COMMITTED                  PASS  PASS  FAIL  OK
  G-CORPUS-LEAN-UNTOUCHED                    PASS  PASS  FAIL  OK
  G-PUSHED-PREDICATE-THREE-CLAUSED           PASS  PASS  FAIL  OK
  G-MIRROR-TAGGED-BUILD                      DEFERRED TO POST-PUSH

  ### files written that NO (W) GLOB COVERS : 0 
  ### G-NOPRIORBANK checked 2589 prior banks; b475`s still-growing log excluded by name.
  ### ### **ARMS RUN : 51. ### LIVE PASSING : 51. ### LIVE FAILING : 0 .**
  ### ### **NEGATIVE-CONTROL FAILURES : 0. ### POSITIVE-CONTROL PASSES : 0 .**
  ### ### **VERDICT : ALL ARMS PASS AND EVERY CONTROL BEHAVES**
========================================================================================================
