========================================================================================================
b494 -- THE SUITE. ### **POST-PUSH READING.** ### every arm exercised on both controls.
========================================================================================================
  arms in the (G2) block : 58 ; run here : 58 ; deferred : 0
  arm                                        LIVE  NEG   POS   verdict
  --------------------------------------------------------------------------------------------
  G-RECEIPT-IN-FULL                          PASS  PASS  FAIL  OK
  G-SCAN-CLEAN                               PASS  PASS  FAIL  OK
  G-SCAN-FLAGS-ZERO                          PASS  PASS  FAIL  OK
  G-STEPZERO-CENSUS                          PASS  PASS  FAIL  OK
  G-STEPZERO-PINS                            PASS  PASS  FAIL  OK
  G-SURVEY-NOMISS                            PASS  PASS  FAIL  OK
  G-REG-LOCKED-FIRST                         PASS  PASS  FAIL  OK
  G-LOCKGATE-EIGHT                           PASS  PASS  FAIL  OK
  G-SEAL-VERIFIES                            PASS  PASS  FAIL  OK
  G-PRIOR-CLOSED-PUSHED                      PASS  PASS  FAIL  OK
  G-ADDENDUM-SLOT-CONTENT-BOUNDED            PASS  PASS  FAIL  OK
  G-NUMBER-UNCLAIMED                         PASS  PASS  FAIL  OK
  G-T1-TWENTY-ITEMS                          PASS  PASS  FAIL  OK
  G-T1-CENSUS-AT-ITS-ADDRESS                 PASS  PASS  FAIL  OK
  G-T1-GRADES-5-7-8                          PASS  PASS  FAIL  OK
  G-T1-DESK-SIX                              PASS  PASS  FAIL  OK
  G-T1-EVERY-ROW-DISPOSED                    PASS  PASS  FAIL  OK
  G-T1-ACT-NAMED-IN-CELL                     PASS  PASS  FAIL  OK
  G-T1-THREE-DISPOSITIONS-ONLY               PASS  PASS  FAIL  OK
  G-T1-ROUTED-LISTED-SEPARATELY              PASS  PASS  FAIL  OK
  G-T2-NINE-ROWS                             PASS  PASS  FAIL  OK
  G-T2-ADDRESS-OR-NAMES-NOTHING              PASS  PASS  FAIL  OK
  G-T2-NAMES-NOTHING-NOT-RESTATED            PASS  PASS  FAIL  OK
  G-T2-GRADE-CEILING                         PASS  PASS  FAIL  OK
  G-T2-CEILING-SENTENCE-EVERY-ROW            PASS  PASS  FAIL  OK
  G-T2-COMPILED-VS-PROFILED                  PASS  PASS  FAIL  OK
  G-T2-ADDRESSES-LOOKED-UP                   PASS  PASS  FAIL  OK
  G-ONE-SECTION-ONLY                         PASS  PASS  FAIL  OK
  G-SECTION-HEADING-FORM                     PASS  PASS  FAIL  OK
  G-FINDINGS-APPEND-ONLY                     PASS  PASS  FAIL  OK
  G-NO-OTHER-DOCUMENT                        PASS  PASS  FAIL  OK
  G-N1-SCORED                                PASS  PASS  FAIL  OK
  G-N2-SCORED                                PASS  PASS  FAIL  OK
  G-N3-SCORED                                PASS  PASS  FAIL  OK
  G-SEAT-EXPECTATIONS-SCORED                 PASS  PASS  FAIL  OK
  G-NOGRADE-CONFERRED                        PASS  PASS  FAIL  OK
  G-NOTHING-COMPILED                         PASS  PASS  FAIL  OK
  G-NOTHING-FETCHED                          PASS  PASS  FAIL  OK
  G-NOZENODO-WRITE                           PASS  PASS  FAIL  OK
  G-NOLANE-OPENED                            PASS  PASS  FAIL  OK
  G-SPAN-BY-TOOL                             PASS  PASS  FAIL  OK
  G-NODEPOSIT                                PASS  PASS  FAIL  OK
  G-NOH2-MOVED                               PASS  PASS  FAIL  OK
  G-NOPRIORBANK                              PASS  PASS  FAIL  OK
  G-FOUR-LISTS-OPEN                          PASS  PASS  FAIL  OK
  G-CORPUS-SCOPE                             PASS  PASS  FAIL  OK
  G-TRAIL-APPEND-ONLY                        PASS  PASS  FAIL  OK
  G-CORR-APPEND-ONLY                         PASS  PASS  FAIL  OK
  G-WRITELIST-KINDS                          PASS  PASS  FAIL  OK
  G-WRITELIST-SPANS-ACT                      PASS  PASS  FAIL  OK
  G-NOSTAGE-A-BY-DIFF                        PASS  PASS  FAIL  OK
  G-ARMS-DECLARED-EQ-RUN                     PASS  PASS  FAIL  OK
  G-ARMS-NO-SUBSTRING-VERDICT                PASS  PASS  FAIL  OK
  G-MIRROR-TAGGED-BUILD                      PASS  PASS  FAIL  OK
  G-MUSTFAIL                                 PASS  PASS  FAIL  OK
  G-ARTEFACTS-NOT-COMMITTED                  PASS  PASS  FAIL  OK
  G-CORPUS-LEAN-UNTOUCHED                    PASS  PASS  FAIL  OK
  G-PUSHED-PREDICATE-THREE-CLAUSED           PASS  PASS  FAIL  OK

  ### files written that NO (W) GLOB COVERS : 0 
  ### G-NOPRIORBANK checked 2750 prior banks. ### ### **0 EXCLUDED BY NAME.**
  ### ### **THE b475 LOG EXCEPTION STAYS RETIRED.** ### b481-b489 excused
  ###   `b475_zeta23_build.log` as still being appended to by a live process. ### b490
  ### found pid 27508 ABSENT at two readings sixty seconds apart and the file cold, and
  ### b491 read the log COMPLETE. ### **AN EXCEPTION IS A CLAIM ABOUT THE WORLD AND
  ### DECAYS LIKE ONE.** ### b487`s second exclusion is not carried either: it was
  ### b485`s bank, which (R97) directed b487 to append to. ### The arm runs at FULL WIDTH.
  ### ### **ARMS RUN : 58. ### LIVE PASSING : 58. ### LIVE FAILING : 0 .**
  ### ### **NEGATIVE-CONTROL FAILURES : 0. ### POSITIVE-CONTROL PASSES : 0 .**
  ### ### **VERDICT : ALL ARMS PASS AND EVERY CONTROL BEHAVES**
========================================================================================================
