========================================================================================================
b471 -- THE SUITE. ### **POST-PUSH READING.** ### every arm exercised on both controls.
========================================================================================================
  arms in the (G2) block : 51 ; run here : 51 ; deferred : 0
  arm                                  LIVE  NEG   POS   verdict
  --------------------------------------------------------------------------------------------------
  G-RECEIPT-IN-FULL                    PASS  PASS  FAIL  OK
  G-SCAN-CLEAN                         PASS  PASS  FAIL  OK
  G-STEPZERO-CENSUS                    PASS  PASS  FAIL  OK
  G-STEPZERO-PINS                      PASS  PASS  FAIL  OK
  G-SURVEY-NOMISS                      PASS  PASS  FAIL  OK
  G-REG-LOCKED-FIRST                   PASS  PASS  FAIL  OK
  G-LOCKGATE-EIGHT                     PASS  PASS  FAIL  OK
  G-SEAL-VERIFIES                      PASS  PASS  FAIL  OK
  G-PRIOR-CLOSED-PUSHED                PASS  PASS  FAIL  OK
  G-ADDENDUM-SLOT-CONTENT-BOUNDED      PASS  PASS  FAIL  OK
  G-R81-FLAGS-CHECKED                  PASS  PASS  FAIL  OK
  G-R81-CLAIMS-CHECKED                 PASS  PASS  FAIL  OK
  G-C1-LAUNCHED-AFTER-SEAL             PASS  PASS  FAIL  OK
  G-C1-PID-BANKED                      PASS  PASS  FAIL  OK
  G-C1-LOG-NAMED                       PASS  PASS  FAIL  OK
  G-C1-THREADS-UNSET                   PASS  PASS  FAIL  OK
  G-C1-STEPS-AS-NAMED                  PASS  PASS  FAIL  OK
  G-C1-NOT-POLLED                      PASS  PASS  FAIL  OK
  G-C1-STATE-AT-CLOSE                  PASS  PASS  FAIL  OK
  G-C1-ELAPSED-PRINTED                 PASS  PASS  FAIL  OK
  G-C1-NAMED-FILE-OUTSIDE-CLONE        PASS  PASS  FAIL  OK
  G-C2-RULES-AT-LINES                  PASS  PASS  FAIL  OK
  G-C2-CLOSURE-COUNTS                  PASS  PASS  FAIL  OK
  G-C2-MATHLIB-DIRECT                  PASS  PASS  FAIL  OK
  G-C2-LICENCE-QUOTED                  PASS  PASS  FAIL  OK
  G-C2-NOTICE-QUOTED                   PASS  PASS  FAIL  OK
  G-C2-THREE-FIXES                     PASS  PASS  FAIL  OK
  G-C2-EXTRA-RULES                     PASS  PASS  FAIL  OK
  G-C2-NOTHING-COPIED                  PASS  PASS  FAIL  OK
  G-N1-SCORED                          PASS  PASS  FAIL  OK
  G-N2-SCORED                          PASS  PASS  FAIL  OK
  G-N3-SCORED                          PASS  PASS  FAIL  OK
  G-SEAT-EXPECTATIONS-SCORED           PASS  PASS  FAIL  OK
  G-SPAN-BY-TOOL                       PASS  PASS  FAIL  OK
  G-NOGRADE-MOVED                      PASS  PASS  FAIL  OK
  G-NODEPOSIT                          PASS  PASS  FAIL  OK
  G-NOH2-MOVED                         PASS  PASS  FAIL  OK
  G-NOPRIORBANK                        PASS  PASS  FAIL  OK
  G-FOUR-LISTS-OPEN                    PASS  PASS  FAIL  OK
  G-CORPUS-SCOPE                       PASS  PASS  FAIL  OK
  G-TRAIL-APPEND-ONLY                  PASS  PASS  FAIL  OK
  G-CORR-APPEND-ONLY                   PASS  PASS  FAIL  OK
  G-WRITELIST-KINDS                    PASS  PASS  FAIL  OK
  G-WRITELIST-SPANS-ACT                PASS  PASS  FAIL  OK
  G-NOSTAGE-A-BY-DIFF                  PASS  PASS  FAIL  OK
  G-ARMS-DECLARED-EQ-RUN               PASS  PASS  FAIL  OK
  G-ARMS-NO-SUBSTRING-VERDICT          PASS  PASS  FAIL  OK
  G-MIRROR-TAGGED-BUILD                PASS  PASS  FAIL  OK
  G-MUSTFAIL                           PASS  PASS  FAIL  OK
  G-ARTEFACTS-NOT-COMMITTED            PASS  PASS  FAIL  OK
  G-CORPUS-LEAN-UNTOUCHED              PASS  PASS  FAIL  OK

  ### ### **ARMS RUN : 51. ### LIVE PASSING : 51. ### LIVE FAILING : 0 .**
  ### ### **NEGATIVE-CONTROL FAILURES : 0. ### POSITIVE-CONTROL PASSES : 0 .**
  ### ### **VERDICT : ALL ARMS PASS AND EVERY CONTROL BEHAVES**
========================================================================================================
